customer_id,gender,age,city,signup_date,order_date,restaurant_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,delivery_status,order_value,r_score,f_score,m_score,rfm_score
C6640,Female,Adult,Karachi,2023-09-06,2024-12-19,Subway,Italian,1,368.03,Cash,25,2025-01-31,83,True,4.0,Delayed,368.03,2,3,1,6
C1410,Male,Teenager,Karachi,2023-09-07,2025-01-19,KFC,Fast Food,1,708.22,Cash,39,2025-04-06,441,False,5.0,Delayed,708.22,3,4,1,8
C1577,Male,Senior,Karachi,2023-09-07,2024-08-19,KFC,Italian,1,820.53,Card,18,2025-05-24,402,True,1.0,Delivered,820.53,3,2,1,6
C3815,Male,Teenager,Karachi,2023-09-09,2025-04-07,Pizza Hut,Italian,5,122.84,Cash,43,2025-05-24,104,False,5.0,Delivered,614.2,3,5,1,9
C2045,Male,Adult,Karachi,2023-09-09,2024-06-22,Burger King,Chinese,2,1207.62,Wallet,46,2025-02-22,91,False,2.0,Delivered,2415.24,2,5,3,10
C5061,Female,Teenager,Karachi,2023-09-09,2024-06-30,McDonald's,Chinese,2,1417.09,Card,46,2025-01-01,355,False,-1.0,Cancelled,2834.18,1,5,4,10
C4423,Male,Teenager,Karachi,2023-09-09,2024-06-21,Pizza Hut,Italian,5,1010.15,Cash,25,2025-03-08,461,False,-1.0,Cancelled,5050.75,2,3,5,10
C2161,Female,Senior,Karachi,2023-09-10,2025-01-20,KFC,Fast Food,1,394.08,Card,1,2025-02-06,169,True,4.0,Delayed,394.08,2,1,1,4
C2536,Female,Adult,Karachi,2023-09-10,2023-12-26,McDonald's,Fast Food,3,882.75,Wallet,16,2025-01-28,13,False,4.0,Delayed,2648.25,2,2,4,8
C3641,Male,Adult,Karachi,2023-09-11,2024-09-17,Burger King,Continental,3,191.26,Card,33,2025-03-06,393,True,-1.0,Cancelled,573.78,2,4,1,7
C3998,Female,Senior,Karachi,2023-09-11,2024-08-31,Pizza Hut,Fast Food,1,309.02,Card,2,2025-07-03,477,False,-1.0,Cancelled,309.02,4,1,1,6
C6266,Other,Senior,Karachi,2023-09-11,2024-07-16,Pizza Hut,Dessert,3,465.95,Card,38,2024-10-26,275,True,-1.0,Cancelled,1397.85,1,4,2,7
C1279,Female,Teenager,Karachi,2023-09-11,2025-03-14,KFC,Dessert,4,167.37,Cash,24,2025-03-14,442,True,3.0,Delayed,669.48,2,3,1,6
C2280,Male,Teenager,Karachi,2023-09-11,2024-10-05,McDonald's,Chinese,1,739.3,Cash,14,2024-10-29,481,True,-1.0,Cancelled,739.3,1,2,1,4
C5166,Female,Teenager,Karachi,2023-09-11,2024-06-29,McDonald's,Chinese,3,898.92,Cash,27,2024-12-31,169,False,3.0,Delivered,2696.7599999999998,1,3,4,8
C3672,Male,Adult,Karachi,2023-09-12,2023-11-22,McDonald's,Italian,1,1394.3,Cash,16,2025-07-06,288,True,-1.0,Cancelled,1394.3,4,2,2,8
C6181,Other,Adult,Karachi,2023-09-12,2024-04-05,Subway,Chinese,5,752.8,Card,33,2025-04-19,76,True,4.0,Delivered,3764.0,3,4,4,11
C5964,Male,Senior,Karachi,2023-09-13,2025-02-03,Subway,Italian,3,1382.02,Wallet,6,2025-03-05,26,True,-1.0,Cancelled,4146.0599999999995,2,1,5,8
C5371,Other,Adult,Karachi,2023-09-13,2024-02-25,McDonald's,Fast Food,2,899.49,Card,29,2025-01-04,209,False,3.0,Delayed,1798.98,1,3,3,7
C3554,Male,Teenager,Karachi,2023-09-14,2025-03-06,Pizza Hut,Fast Food,2,940.68,Card,49,2025-05-01,225,True,4.0,Delivered,1881.36,3,5,3,11
C6465,Female,Senior,Karachi,2023-09-14,2025-02-05,McDonald's,Chinese,3,952.38,Card,31,2025-05-13,12,False,3.0,Delivered,2857.14,3,4,4,11
C5563,Male,Teenager,Karachi,2023-09-14,2024-07-04,Subway,Fast Food,2,502.9,Wallet,32,2025-04-03,189,True,2.0,Delivered,1005.8,3,4,2,9
C4401,Male,Adult,Karachi,2023-09-16,2024-09-28,KFC,Italian,3,923.55,Cash,18,2025-05-15,275,True,-1.0,Cancelled,2770.6499999999996,3,2,4,9
C2317,Male,Adult,Karachi,2023-09-16,2025-02-11,McDonald's,Continental,4,1314.73,Wallet,18,2025-08-13,310,False,5.0,Delivered,5258.92,5,2,5,12
C6165,Female,Teenager,Karachi,2023-09-16,2025-01-22,Burger King,Dessert,4,1074.93,Card,5,2025-03-15,215,False,-1.0,Cancelled,4299.72,2,1,5,8
C5285,Female,Senior,Karachi,2023-09-16,2023-10-21,Pizza Hut,Fast Food,2,209.07,Wallet,23,2024-11-01,257,False,2.0,Delivered,418.14,1,3,1,5
C3674,Female,Adult,Karachi,2023-09-18,2024-03-21,Pizza Hut,Chinese,1,1353.56,Wallet,34,2025-06-25,385,False,4.0,Delivered,1353.56,4,4,2,10
C6356,Other,Teenager,Karachi,2023-09-18,2024-10-08,Subway,Continental,1,284.05,Cash,2,2024-10-28,459,True,-1.0,Cancelled,284.05,1,1,1,3
C6040,Male,Senior,Karachi,2023-09-18,2024-08-29,McDonald's,Dessert,4,938.61,Card,49,2025-02-14,119,True,-1.0,Cancelled,3754.44,2,5,4,11
C4941,Other,Senior,Karachi,2023-09-18,2023-12-03,Subway,Fast Food,3,1214.61,Card,5,2025-05-28,330,True,4.0,Delayed,3643.83,3,1,4,8
C3041,Other,Senior,Karachi,2023-09-19,2024-10-29,KFC,Fast Food,2,923.22,Wallet,31,2025-03-18,431,True,2.0,Delivered,1846.44,2,4,3,9
C1743,Female,Teenager,Karachi,2023-09-15,2023-09-19,KFC,Italian,3,1223.56,Cash,32,2025-01-27,200,False,-1.0,Cancelled,3670.68,2,4,4,10
C1814,Female,Adult,Karachi,2023-09-20,2024-01-03,Subway,Continental,5,695.11,Wallet,13,2025-04-29,17,True,2.0,Delayed,3475.55,3,2,4,9
C3006,Female,Teenager,Karachi,2023-09-20,2024-09-10,McDonald's,Continental,5,1088.13,Cash,40,2025-03-11,382,True,-1.0,Cancelled,5440.650000000001,2,4,5,11
C2180,Male,Adult,Karachi,2023-09-20,2023-09-21,Burger King,Fast Food,5,1065.93,Wallet,32,2025-07-12,97,False,3.0,Delivered,5329.650000000001,4,4,5,13
C2694,Female,Senior,Karachi,2023-09-22,2024-01-02,KFC,Chinese,3,862.59,Wallet,45,2025-01-08,152,True,3.0,Delivered,2587.77,1,5,4,10
C3151,Male,Teenager,Karachi,2023-09-22,2024-01-11,Burger King,Fast Food,4,292.18,Cash,2,2025-07-12,374,False,5.0,Delivered,1168.72,4,1,2,7
C3427,Female,Senior,Karachi,2023-09-22,2024-12-17,Subway,Fast Food,1,1340.07,Cash,36,2025-02-12,347,False,-1.0,Cancelled,1340.07,2,4,2,8
C5097,Other,Senior,Karachi,2023-09-22,2024-08-28,KFC,Chinese,2,121.9,Wallet,15,2024-10-08,492,True,1.0,Delivered,243.8,1,2,1,4
C6304,Female,Teenager,Karachi,2023-09-23,2024-08-26,Burger King,Italian,1,228.02,Cash,7,2024-11-08,458,False,4.0,Delayed,228.02,1,1,1,3
C3942,Male,Teenager,Karachi,2023-09-24,2024-11-23,McDonald's,Continental,4,1104.37,Card,6,2025-02-25,223,False,5.0,Delivered,4417.48,2,1,5,8
C1774,Male,Adult,Karachi,2023-09-24,2024-10-14,KFC,Chinese,1,1359.52,Card,6,2024-11-23,228,False,-1.0,Cancelled,1359.52,1,1,2,4
C4683,Other,Senior,Karachi,2023-09-24,2024-02-02,Subway,Chinese,1,273.98,Card,37,2024-09-02,173,False,-1.0,Cancelled,273.98,1,4,1,6
C3107,Other,Senior,Karachi,2023-09-27,2024-04-22,KFC,Fast Food,3,1271.96,Cash,49,2024-10-30,27,True,5.0,Delayed,3815.88,1,5,4,10
C2697,Other,Teenager,Karachi,2023-09-27,2025-04-11,KFC,Fast Food,3,392.26,Card,16,2025-08-03,294,True,2.0,Delayed,1176.78,5,2,2,9
C6708,Female,Teenager,Karachi,2023-09-27,2024-04-25,Burger King,Continental,2,782.3,Cash,42,2025-02-04,344,True,4.0,Delayed,1564.6,2,5,3,10
C4637,Other,Teenager,Karachi,2023-09-28,2024-10-30,McDonald's,Dessert,3,379.4,Cash,38,2025-07-03,357,False,1.0,Delivered,1138.1999999999998,4,4,2,10
C4165,Male,Senior,Karachi,2023-09-30,2023-10-18,McDonald's,Continental,2,1378.13,Card,6,2025-04-08,435,False,5.0,Delayed,2756.26,3,1,4,8
C3146,Male,Teenager,Karachi,2023-09-30,2024-08-05,McDonald's,Continental,5,658.32,Cash,8,2025-06-27,142,False,4.0,Delayed,3291.6000000000004,4,1,4,9
C4588,Female,Adult,Karachi,2023-10-01,2024-09-01,Burger King,Continental,3,602.79,Card,29,2025-04-12,166,False,2.0,Delayed,1808.37,3,3,3,9
C3098,Male,Teenager,Karachi,2023-10-03,2024-11-14,Burger King,Continental,1,1479.44,Wallet,15,2024-11-18,268,False,-1.0,Cancelled,1479.44,1,2,3,6
C6696,Other,Senior,Karachi,2023-10-03,2024-05-15,Subway,Dessert,5,1184.79,Cash,35,2024-11-09,315,True,5.0,Delayed,5923.95,1,4,5,10
C1180,Male,Teenager,Karachi,2023-10-04,2024-05-24,Burger King,Fast Food,2,837.52,Wallet,32,2024-10-27,268,True,-1.0,Cancelled,1675.04,1,4,3,8
C3598,Female,Senior,Karachi,2023-10-05,2025-03-19,Burger King,Fast Food,4,658.8,Wallet,10,2025-08-15,19,False,-1.0,Cancelled,2635.2,5,1,4,10
C3948,Female,Adult,Karachi,2023-09-08,2023-10-05,KFC,Continental,3,307.64,Card,37,2025-01-09,17,False,2.0,Delivered,922.92,1,4,2,7
C3616,Male,Senior,Karachi,2023-10-06,2024-05-16,McDonald's,Italian,5,1111.88,Wallet,1,2024-11-05,202,True,5.0,Delayed,5559.400000000001,1,1,5,7
C6559,Other,Senior,Karachi,2023-09-14,2023-10-07,KFC,Chinese,1,1404.83,Cash,45,2024-12-31,31,False,5.0,Delayed,1404.83,1,5,2,8
C3748,Female,Senior,Karachi,2023-10-07,2024-12-08,Pizza Hut,Fast Food,1,321.34,Wallet,22,2025-04-21,29,False,2.0,Delivered,321.34,3,3,1,7
C5441,Female,Adult,Karachi,2023-09-02,2023-10-07,Subway,Continental,1,504.21,Wallet,37,2025-02-21,467,False,5.0,Delayed,504.21,2,4,1,7
C6315,Male,Senior,Karachi,2023-10-08,2024-04-25,Subway,Chinese,5,914.58,Cash,11,2024-10-23,500,True,-1.0,Cancelled,4572.900000000001,1,1,5,7
C5138,Female,Adult,Karachi,2023-10-09,2025-01-18,KFC,Chinese,5,1175.72,Card,38,2025-05-08,68,True,-1.0,Cancelled,5878.6,3,4,5,12
C1801,Female,Senior,Karachi,2023-10-09,2024-01-06,McDonald's,Italian,4,292.59,Card,11,2025-02-09,105,True,3.0,Delayed,1170.36,2,1,2,5
C6970,Male,Senior,Karachi,2023-10-10,2024-10-29,KFC,Fast Food,3,1016.59,Wallet,32,2025-01-21,373,True,-1.0,Cancelled,3049.77,2,4,4,10
C4965,Other,Adult,Karachi,2023-10-10,2024-05-13,Pizza Hut,Dessert,4,740.92,Wallet,13,2025-05-29,311,False,-1.0,Cancelled,2963.68,4,2,4,10
C2118,Other,Teenager,Karachi,2023-10-13,2024-09-19,Pizza Hut,Continental,4,802.55,Card,38,2025-06-11,125,False,2.0,Delivered,3210.2,4,4,4,12
C3651,Female,Teenager,Karachi,2023-09-02,2023-10-13,KFC,Continental,4,1189.0,Cash,4,2025-02-15,163,False,4.0,Delivered,4756.0,2,1,5,8
C5789,Female,Teenager,Karachi,2023-10-13,2024-12-23,McDonald's,Continental,2,817.18,Cash,15,2025-08-01,417,True,2.0,Delayed,1634.36,5,2,3,10
C3680,Other,Adult,Karachi,2023-10-15,2024-01-05,KFC,Fast Food,2,1368.1,Cash,32,2024-10-22,205,True,-1.0,Cancelled,2736.2,1,4,4,9
C5983,Male,Senior,Karachi,2023-10-05,2023-10-16,Burger King,Dessert,1,408.56,Wallet,24,2025-06-08,344,True,1.0,Delayed,408.56,4,3,1,8
C3159,Female,Teenager,Karachi,2023-10-16,2025-03-03,Pizza Hut,Continental,2,1019.81,Card,30,2025-03-07,191,False,3.0,Delayed,2039.62,2,3,3,8
C4667,Male,Senior,Karachi,2023-10-16,2025-03-03,McDonald's,Dessert,1,179.23,Card,50,2025-08-18,412,False,2.0,Delayed,179.23,5,5,1,11
C4324,Other,Teenager,Karachi,2023-10-17,2024-02-03,KFC,Fast Food,3,234.84,Cash,21,2024-09-27,377,False,3.0,Delivered,704.52,1,3,1,5
C6780,Female,Adult,Karachi,2023-10-17,2024-09-21,Pizza Hut,Italian,2,838.2,Card,28,2025-05-24,366,True,3.0,Delivered,1676.4,3,3,3,9
C3999,Male,Teenager,Karachi,2023-10-19,2024-03-04,KFC,Italian,1,503.13,Cash,15,2024-09-19,85,False,2.0,Delivered,503.13,1,2,1,4
C1763,Male,Adult,Karachi,2023-10-19,2025-05-28,Burger King,Fast Food,2,839.66,Card,7,2025-05-30,424,False,1.0,Delayed,1679.32,4,1,3,8
C5074,Male,Senior,Karachi,2023-10-19,2024-01-04,Pizza Hut,Continental,2,1029.96,Wallet,50,2024-12-24,439,False,5.0,Delayed,2059.92,1,5,3,9
C1114,Female,Teenager,Karachi,2023-10-20,2023-12-17,Pizza Hut,Continental,5,149.23,Cash,1,2025-08-10,212,True,-1.0,Cancelled,746.15,5,1,1,7
C3702,Other,Senior,Karachi,2023-10-20,2024-08-27,KFC,Italian,3,1466.23,Card,42,2024-12-03,488,True,4.0,Delivered,4398.6900000000005,1,5,5,11
C5751,Other,Adult,Karachi,2023-10-21,2024-09-14,Burger King,Fast Food,3,557.9,Cash,20,2025-04-27,265,True,5.0,Delayed,1673.6999999999998,3,2,3,8
C1231,Female,Teenager,Karachi,2023-10-21,2023-10-29,KFC,Italian,3,1173.19,Wallet,46,2025-02-08,362,True,1.0,Delayed,3519.57,2,5,4,11
C3559,Other,Senior,Karachi,2023-10-21,2024-07-12,McDonald's,Italian,3,686.97,Wallet,12,2025-01-09,431,False,-1.0,Cancelled,2060.91,1,2,3,6
C1239,Other,Teenager,Karachi,2023-10-21,2025-01-02,Subway,Italian,5,232.07,Wallet,46,2025-01-15,180,True,-1.0,Cancelled,1160.35,1,5,2,8
C4552,Other,Adult,Karachi,2023-10-23,2024-02-17,McDonald's,Continental,5,1271.19,Card,17,2025-01-03,143,True,-1.0,Cancelled,6355.950000000001,1,2,5,8
C3721,Female,Teenager,Karachi,2023-10-23,2024-03-09,Pizza Hut,Chinese,2,823.3,Cash,49,2025-01-20,300,False,5.0,Delivered,1646.6,2,5,3,10
C2219,Other,Teenager,Karachi,2023-10-23,2024-01-21,Pizza Hut,Italian,4,1014.88,Card,26,2024-11-28,54,True,-1.0,Cancelled,4059.52,1,3,5,9
C2781,Female,Adult,Karachi,2023-10-23,2024-09-04,Subway,Italian,5,841.99,Cash,23,2025-04-03,470,True,1.0,Delivered,4209.95,3,3,5,11
C5653,Female,Adult,Karachi,2023-10-24,2023-12-08,McDonald's,Italian,2,289.67,Cash,42,2025-07-08,107,False,1.0,Delivered,579.34,4,5,1,10
C4168,Male,Teenager,Karachi,2023-10-24,2024-08-09,Pizza Hut,Fast Food,1,1470.46,Cash,4,2025-04-17,78,False,-1.0,Cancelled,1470.46,3,1,3,7
C4763,Female,Adult,Karachi,2023-10-24,2024-11-19,KFC,Chinese,4,371.85,Cash,31,2025-02-14,10,True,1.0,Delivered,1487.4,2,4,3,9
C3667,Male,Teenager,Karachi,2023-10-24,2024-03-28,Subway,Italian,2,1061.01,Wallet,18,2024-12-28,383,True,-1.0,Cancelled,2122.02,1,2,3,6
C5415,Female,Teenager,Karachi,2023-10-26,2024-11-21,Pizza Hut,Dessert,2,746.82,Card,37,2025-07-01,213,False,2.0,Delivered,1493.64,4,4,3,11
C3670,Female,Senior,Karachi,2023-10-26,2025-01-31,Pizza Hut,Fast Food,3,1433.0,Cash,19,2025-07-17,310,True,-1.0,Cancelled,4299.0,5,2,5,12
C4562,Other,Senior,Karachi,2023-10-27,2024-09-01,Subway,Dessert,1,1264.17,Card,15,2024-12-11,246,False,4.0,Delivered,1264.17,1,2,2,5
C1686,Male,Adult,Karachi,2023-10-28,2024-07-27,Burger King,Fast Food,5,1480.61,Card,6,2024-11-10,490,False,-1.0,Cancelled,7403.049999999999,1,1,5,7
C3593,Other,Teenager,Karachi,2023-10-30,2025-05-18,KFC,Italian,4,802.08,Cash,26,2025-07-25,88,True,-1.0,Cancelled,3208.32,5,3,4,12
C1275,Female,Senior,Karachi,2023-10-31,2024-05-27,Pizza Hut,Chinese,2,1035.4,Wallet,44,2024-10-12,132,True,1.0,Delayed,2070.8,1,5,3,9
C5014,Other,Teenager,Karachi,2023-10-31,2024-05-01,McDonald's,Dessert,3,1041.92,Cash,3,2025-08-09,360,False,3.0,Delayed,3125.76,5,1,4,10
C4610,Male,Teenager,Karachi,2023-11-01,2024-01-25,McDonald's,Dessert,3,732.93,Cash,31,2025-05-14,428,True,-1.0,Cancelled,2198.79,3,4,3,10
C3090,Male,Adult,Karachi,2023-11-01,2024-10-22,Burger King,Continental,3,1431.66,Cash,48,2025-05-14,302,True,-1.0,Cancelled,4294.9800000000005,3,5,5,13
C6599,Male,Senior,Karachi,2023-11-01,2023-11-09,KFC,Fast Food,3,1405.54,Wallet,5,2024-08-26,13,False,2.0,Delivered,4216.62,1,1,5,7
C6996,Male,Senior,Karachi,2023-11-02,2025-03-13,KFC,Dessert,4,1117.04,Card,42,2025-03-24,120,True,5.0,Delayed,4468.16,2,5,5,12
C2499,Female,Senior,Karachi,2023-11-02,2024-11-05,Burger King,Chinese,4,942.14,Wallet,17,2025-06-20,456,True,2.0,Delivered,3768.56,4,2,4,10
C3492,Other,Senior,Karachi,2023-09-05,2023-11-02,Pizza Hut,Chinese,2,890.41,Card,16,2025-01-30,208,False,-1.0,Cancelled,1780.82,2,2,3,7
C5297,Female,Senior,Karachi,2023-11-02,2024-11-08,Burger King,Chinese,3,804.41,Wallet,3,2025-02-06,340,True,5.0,Delayed,2413.23,2,1,3,6
C1906,Male,Senior,Karachi,2023-11-03,2023-12-22,McDonald's,Dessert,2,538.18,Card,28,2024-10-17,280,False,-1.0,Cancelled,1076.36,1,3,2,6
C4308,Other,Teenager,Karachi,2023-11-04,2025-02-12,KFC,Chinese,1,122.48,Card,21,2025-04-02,405,False,4.0,Delayed,122.48,3,3,1,7
C1085,Other,Senior,Karachi,2023-11-05,2024-04-19,Burger King,Chinese,4,812.01,Wallet,48,2024-12-27,141,True,-1.0,Cancelled,3248.04,1,5,4,10
C4059,Other,Adult,Karachi,2023-11-06,2024-01-07,Subway,Chinese,1,193.63,Wallet,44,2025-08-16,384,False,5.0,Delayed,193.63,5,5,1,11
C2204,Other,Teenager,Karachi,2023-11-06,2023-11-19,Pizza Hut,Dessert,1,946.77,Card,11,2024-10-28,292,False,3.0,Delivered,946.77,1,1,2,4
C1080,Female,Teenager,Karachi,2023-11-06,2024-10-21,Pizza Hut,Dessert,1,178.49,Cash,15,2025-01-29,446,False,5.0,Delayed,178.49,2,2,1,5
C4719,Male,Senior,Karachi,2023-11-06,2024-01-11,KFC,Chinese,1,721.89,Card,49,2024-09-09,58,True,-1.0,Cancelled,721.89,1,5,1,7
C3610,Other,Teenager,Karachi,2023-11-08,2024-09-16,Burger King,Continental,3,355.37,Wallet,34,2025-06-19,214,True,3.0,Delivered,1066.1100000000001,4,4,2,10
C1181,Male,Senior,Karachi,2023-11-08,2024-04-07,Pizza Hut,Dessert,1,1483.22,Wallet,37,2025-03-12,379,False,3.0,Delivered,1483.22,2,4,3,9
C4812,Male,Adult,Karachi,2023-11-09,2024-01-21,Burger King,Italian,4,1432.29,Cash,34,2024-11-10,199,True,4.0,Delivered,5729.16,1,4,5,10
C1968,Male,Adult,Karachi,2023-11-12,2025-01-16,Burger King,Fast Food,5,955.89,Wallet,14,2025-06-18,184,True,1.0,Delayed,4779.45,4,2,5,11
C5163,Female,Adult,Karachi,2023-09-09,2023-11-12,KFC,Fast Food,2,1212.2,Card,1,2024-11-11,363,True,1.0,Delivered,2424.4,1,1,3,5
C3212,Female,Teenager,Karachi,2023-11-12,2024-10-10,Subway,Fast Food,3,635.23,Cash,34,2025-03-24,273,False,5.0,Delivered,1905.69,2,4,3,9
C3121,Male,Teenager,Karachi,2023-11-13,2024-06-21,McDonald's,Italian,3,490.08,Card,29,2024-11-08,475,False,3.0,Delivered,1470.24,1,3,3,7
C5714,Female,Senior,Karachi,2023-11-13,2024-12-22,Burger King,Dessert,4,597.23,Cash,33,2025-03-01,161,True,5.0,Delivered,2388.92,2,4,3,9
C5414,Female,Teenager,Karachi,2023-11-14,2024-07-04,Burger King,Fast Food,1,147.64,Wallet,47,2025-07-01,327,True,5.0,Delayed,147.64,4,5,1,10
C4004,Female,Adult,Karachi,2023-11-14,2024-08-11,Subway,Continental,4,859.3,Cash,13,2024-11-07,320,True,4.0,Delivered,3437.2,1,2,4,7
C1897,Male,Senior,Karachi,2023-11-15,2024-10-23,Pizza Hut,Dessert,1,610.38,Card,32,2024-12-22,280,False,1.0,Delayed,610.38,1,4,1,6
C1783,Other,Senior,Karachi,2023-11-16,2023-12-10,KFC,Fast Food,2,741.49,Cash,31,2025-05-03,319,True,4.0,Delivered,1482.98,3,4,3,10
C2991,Male,Senior,Karachi,2023-11-17,2024-11-19,KFC,Fast Food,2,139.63,Wallet,6,2025-05-11,193,False,5.0,Delivered,279.26,3,1,1,5
C3412,Male,Senior,Karachi,2023-11-17,2024-08-21,Pizza Hut,Chinese,1,242.42,Wallet,9,2025-01-31,2,True,-1.0,Cancelled,242.42,2,1,1,4
C5979,Female,Teenager,Karachi,2023-11-18,2024-06-30,Pizza Hut,Chinese,1,357.22,Card,14,2025-06-01,392,False,3.0,Delayed,357.22,4,2,1,7
C3561,Female,Teenager,Karachi,2023-11-19,2024-12-20,Pizza Hut,Continental,3,344.72,Wallet,14,2025-01-28,290,True,2.0,Delayed,1034.16,2,2,2,6
C2921,Other,Teenager,Karachi,2023-10-18,2023-11-19,McDonald's,Chinese,5,601.64,Wallet,3,2024-11-19,478,True,3.0,Delivered,3008.2,1,1,4,6
C3907,Female,Teenager,Karachi,2023-11-20,2024-09-15,KFC,Dessert,3,620.36,Cash,32,2025-06-03,48,False,-1.0,Cancelled,1861.08,4,4,3,11
C3643,Female,Senior,Karachi,2023-11-22,2025-03-07,Burger King,Chinese,2,1321.53,Card,2,2025-05-24,198,True,4.0,Delivered,2643.06,3,1,4,8
C2735,Female,Senior,Karachi,2023-11-23,2024-08-21,Subway,Italian,4,1054.3,Cash,48,2025-06-24,159,True,4.0,Delayed,4217.2,4,5,5,14
C2315,Other,Senior,Karachi,2023-11-23,2024-08-28,Subway,Dessert,5,390.67,Wallet,11,2025-02-16,352,True,-1.0,Cancelled,1953.3500000000001,2,1,3,6
C5854,Female,Senior,Karachi,2023-11-24,2025-04-25,Subway,Italian,1,185.34,Cash,27,2025-08-07,313,False,3.0,Delayed,185.34,5,3,1,9
C1202,Female,Teenager,Karachi,2023-11-24,2024-10-29,KFC,Chinese,2,303.19,Card,17,2025-02-12,245,False,5.0,Delivered,606.38,2,2,1,5
C4245,Female,Senior,Karachi,2023-09-05,2023-11-24,Burger King,Fast Food,4,363.52,Cash,21,2025-07-06,158,True,2.0,Delayed,1454.08,4,3,3,10
C1726,Other,Adult,Karachi,2023-11-24,2024-03-10,KFC,Chinese,1,776.22,Cash,41,2024-09-03,212,True,4.0,Delivered,776.22,1,5,1,7
C1971,Female,Senior,Karachi,2023-11-25,2024-10-21,Subway,Chinese,4,492.93,Cash,21,2025-01-07,91,True,5.0,Delivered,1971.72,1,3,3,7
C5273,Other,Teenager,Karachi,2023-11-25,2024-09-23,Subway,Italian,2,1102.09,Card,11,2025-01-26,300,False,1.0,Delivered,2204.18,2,1,3,6
C3930,Male,Adult,Karachi,2023-11-27,2025-01-13,Subway,Continental,2,1134.14,Card,37,2025-03-30,184,False,-1.0,Cancelled,2268.28,2,4,3,9
C3298,Female,Adult,Karachi,2023-11-28,2024-11-17,Burger King,Dessert,3,1370.22,Wallet,19,2025-03-18,134,False,4.0,Delivered,4110.66,2,2,5,9
C5715,Male,Teenager,Karachi,2023-11-28,2024-02-24,KFC,Italian,2,1452.56,Wallet,8,2025-07-14,276,False,1.0,Delayed,2905.12,5,1,4,10
C5601,Female,Senior,Karachi,2023-11-28,2024-04-13,Subway,Dessert,1,188.42,Cash,15,2025-02-05,481,False,1.0,Delayed,188.42,2,2,1,5
C6735,Female,Teenager,Karachi,2023-11-29,2024-07-30,Pizza Hut,Continental,2,650.44,Card,22,2025-08-03,191,True,3.0,Delivered,1300.88,5,3,2,10
C2993,Other,Adult,Karachi,2023-11-29,2024-07-05,KFC,Fast Food,4,148.49,Cash,30,2025-04-06,370,False,1.0,Delivered,593.96,3,3,1,7
C6961,Male,Senior,Karachi,2023-11-30,2025-02-24,Subway,Continental,1,216.3,Wallet,30,2025-07-12,219,False,5.0,Delivered,216.3,4,3,1,8
C5822,Female,Adult,Karachi,2023-11-22,2023-11-30,McDonald's,Chinese,4,687.77,Cash,17,2024-12-28,2,True,4.0,Delayed,2751.08,1,2,4,7
C1646,Other,Senior,Karachi,2023-12-01,2024-08-31,Subway,Italian,5,358.0,Wallet,35,2025-03-11,456,False,2.0,Delivered,1790.0,2,4,3,9
