customer_id,gender,age,city,signup_date,order_date,restaurant_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,delivery_status,order_value,r_score,f_score,m_score
C4259,Male,Teenager,Islamabad,2023-09-04,2024-09-21,McDonald's,Continental,3,734.85,Card,48,2024-12-28,245,False,4.0,Delivered,2204.55,1,5,3
C6268,Male,Teenager,Islamabad,2023-09-04,2024-02-11,Pizza Hut,Fast Food,3,897.81,Cash,15,2025-08-14,193,False,-1.0,Cancelled,2693.43,5,2,4
C4725,Other,Senior,Islamabad,2023-09-05,2023-12-10,Subway,Continental,4,321.23,Wallet,32,2025-03-17,145,True,2.0,Delivered,1284.92,2,4,2
C6318,Male,Teenager,Islamabad,2023-09-06,2024-10-10,McDonald's,Continental,3,1428.01,Cash,50,2025-01-17,185,False,-1.0,Cancelled,4284.03,2,5,5
C1356,Female,Teenager,Islamabad,2023-09-06,2024-10-13,Burger King,Dessert,2,235.82,Wallet,28,2025-08-16,452,True,1.0,Delayed,471.64,5,3,1
C5621,Other,Senior,Islamabad,2023-09-07,2025-01-24,Burger King,Italian,5,162.05,Wallet,27,2025-05-28,271,True,-1.0,Cancelled,810.25,3,3,1
C6876,Female,Teenager,Islamabad,2023-09-07,2024-11-13,KFC,Dessert,5,1356.66,Card,30,2025-02-06,470,True,-1.0,Cancelled,6783.3,2,3,5
C3717,Female,Senior,Islamabad,2023-09-09,2024-07-01,Burger King,Fast Food,4,466.04,Cash,27,2024-09-25,169,True,-1.0,Cancelled,1864.16,1,3,3
C5413,Other,Teenager,Islamabad,2023-09-10,2024-11-16,Subway,Chinese,3,460.45,Card,40,2024-11-23,4,False,-1.0,Cancelled,1381.35,1,4,2
C6172,Other,Adult,Islamabad,2023-09-11,2024-12-04,Burger King,Italian,3,1443.13,Card,1,2025-08-04,0,True,1.0,Delayed,4329.39,5,1,5
C4699,Other,Senior,Islamabad,2023-09-11,2025-03-04,McDonald's,Fast Food,5,749.95,Card,38,2025-06-24,84,False,2.0,Delayed,3749.75,4,4,4
C2458,Female,Adult,Islamabad,2023-09-11,2024-02-11,Burger King,Fast Food,3,1442.35,Wallet,13,2025-03-07,188,True,1.0,Delayed,4327.049999999999,2,2,5
C6015,Other,Adult,Islamabad,2023-09-11,2025-01-30,Burger King,Continental,1,1423.77,Wallet,24,2025-06-06,197,True,-1.0,Cancelled,1423.77,4,3,2
C6700,Male,Adult,Islamabad,2023-09-13,2024-03-21,McDonald's,Dessert,4,483.89,Cash,11,2024-10-08,493,False,2.0,Delayed,1935.56,1,1,3
C4819,Female,Teenager,Islamabad,2023-09-14,2025-02-04,Pizza Hut,Chinese,3,1317.92,Card,19,2025-04-27,60,False,3.0,Delayed,3953.76,3,2,4
C2556,Female,Senior,Islamabad,2023-09-14,2024-06-26,Pizza Hut,Italian,1,1352.98,Wallet,42,2025-01-29,494,False,3.0,Delivered,1352.98,2,5,2
C3507,Male,Senior,Islamabad,2023-09-14,2023-10-12,Subway,Fast Food,3,1023.64,Wallet,24,2025-07-17,443,False,5.0,Delayed,3070.92,5,3,4
C4516,Other,Senior,Islamabad,2023-09-15,2024-12-01,Subway,Continental,4,1364.01,Wallet,48,2025-01-26,165,True,1.0,Delivered,5456.04,2,5,5
C2711,Other,Adult,Islamabad,2023-08-26,2023-09-16,Subway,Continental,2,647.62,Wallet,16,2024-10-17,375,True,5.0,Delayed,1295.24,1,2,2
C1053,Female,Senior,Islamabad,2023-09-16,2024-05-08,Subway,Continental,1,1094.1,Wallet,39,2024-12-28,110,False,4.0,Delayed,1094.1,1,4,2
C6159,Female,Adult,Islamabad,2023-09-17,2024-02-05,Subway,Chinese,2,831.6,Wallet,12,2024-12-19,44,False,4.0,Delayed,1663.2,1,2,3
C3170,Male,Teenager,Islamabad,2023-09-17,2024-05-27,KFC,Dessert,1,1352.59,Wallet,45,2024-11-15,107,True,3.0,Delivered,1352.59,1,5,2
C6887,Male,Senior,Islamabad,2023-09-18,2023-10-30,KFC,Italian,1,1149.56,Wallet,43,2025-07-08,130,True,1.0,Delivered,1149.56,4,5,2
C1197,Female,Senior,Islamabad,2023-09-18,2024-10-22,Subway,Continental,2,125.86,Wallet,7,2025-01-27,148,True,4.0,Delivered,251.72,2,1,1
C5564,Female,Senior,Islamabad,2023-09-19,2024-02-10,McDonald's,Continental,3,1052.58,Card,2,2025-08-18,27,True,1.0,Delivered,3157.74,5,1,4
C4875,Female,Adult,Islamabad,2023-09-20,2024-08-22,McDonald's,Fast Food,3,356.66,Wallet,11,2024-09-26,258,True,2.0,Delayed,1069.98,1,1,2
C6704,Other,Adult,Islamabad,2023-08-22,2023-09-20,Burger King,Dessert,5,348.25,Cash,43,2024-09-19,143,False,-1.0,Cancelled,1741.25,1,5,3
C6412,Female,Adult,Islamabad,2023-09-20,2023-10-14,Subway,Chinese,4,1491.6,Cash,20,2025-06-25,436,False,4.0,Delivered,5966.4,4,2,5
C5094,Male,Teenager,Islamabad,2023-09-20,2024-09-02,Pizza Hut,Chinese,3,832.33,Card,19,2025-03-10,365,True,3.0,Delayed,2496.9900000000002,2,2,4
C2344,Other,Teenager,Islamabad,2023-09-22,2023-11-27,McDonald's,Continental,4,396.85,Card,1,2025-04-25,88,False,3.0,Delayed,1587.4,3,1,3
C6767,Female,Teenager,Islamabad,2023-09-23,2024-12-22,Burger King,Fast Food,2,224.91,Card,15,2025-08-19,443,False,-1.0,Cancelled,449.82,5,2,1
C6547,Female,Senior,Islamabad,2023-09-23,2024-11-21,Burger King,Dessert,1,262.5,Cash,18,2025-05-26,60,False,3.0,Delayed,262.5,3,2,1
C1052,Other,Adult,Islamabad,2023-09-09,2023-09-23,Pizza Hut,Dessert,1,1333.52,Card,22,2025-06-17,326,True,5.0,Delivered,1333.52,4,3,2
C4619,Male,Adult,Islamabad,2023-09-24,2024-04-18,McDonald's,Italian,1,901.81,Cash,15,2025-05-08,26,False,-1.0,Cancelled,901.81,3,2,2
C3808,Female,Teenager,Islamabad,2023-09-24,2025-02-13,Subway,Dessert,3,121.03,Card,21,2025-04-11,69,False,-1.0,Cancelled,363.09000000000003,3,3,1
C6055,Other,Adult,Islamabad,2023-09-26,2024-06-10,Subway,Continental,2,1428.87,Cash,50,2025-04-12,4,False,4.0,Delayed,2857.74,3,5,4
C6518,Other,Teenager,Islamabad,2023-09-27,2024-07-06,Subway,Continental,3,925.84,Card,49,2025-04-19,81,True,5.0,Delayed,2777.52,3,5,4
C1191,Other,Senior,Islamabad,2023-09-27,2023-12-03,Pizza Hut,Dessert,5,993.8,Cash,34,2024-12-27,471,False,4.0,Delivered,4969.0,1,4,5
C2018,Female,Adult,Islamabad,2023-09-27,2024-11-23,Burger King,Continental,1,1047.83,Cash,48,2025-08-07,13,False,5.0,Delayed,1047.83,5,5,2
C3638,Male,Adult,Islamabad,2023-09-28,2025-05-16,Subway,Dessert,1,126.7,Wallet,11,2025-07-23,389,True,5.0,Delayed,126.7,5,1,1
C2182,Female,Adult,Islamabad,2023-09-30,2024-06-05,KFC,Dessert,3,689.88,Card,19,2025-02-05,221,True,5.0,Delivered,2069.64,2,2,3
C3699,Male,Adult,Islamabad,2023-09-26,2023-09-30,Pizza Hut,Italian,5,482.24,Cash,26,2025-02-06,256,False,3.0,Delivered,2411.2,2,3,3
C4298,Male,Adult,Islamabad,2023-09-30,2024-03-03,McDonald's,Continental,1,722.27,Card,24,2025-07-14,6,True,-1.0,Cancelled,722.27,5,3,1
C3022,Other,Adult,Islamabad,2023-10-02,2024-03-25,Pizza Hut,Fast Food,4,788.71,Card,27,2025-03-12,166,True,1.0,Delivered,3154.84,2,3,4
C3851,Other,Adult,Islamabad,2023-10-04,2024-11-22,Pizza Hut,Dessert,5,1461.61,Cash,15,2025-01-16,231,False,1.0,Delayed,7308.049999999999,2,2,5
C5317,Male,Adult,Islamabad,2023-10-05,2025-02-22,Burger King,Continental,3,1352.38,Cash,47,2025-04-20,352,False,-1.0,Cancelled,4057.1400000000003,3,5,5
C6935,Other,Senior,Islamabad,2023-10-05,2025-03-09,McDonald's,Chinese,5,239.8,Wallet,9,2025-06-30,79,True,5.0,Delivered,1199.0,4,1,2
C3161,Male,Adult,Islamabad,2023-10-06,2024-09-24,McDonald's,Italian,5,468.95,Wallet,16,2025-06-04,355,True,-1.0,Cancelled,2344.75,4,2,3
C2902,Other,Teenager,Islamabad,2023-10-06,2025-02-04,Burger King,Continental,2,242.87,Wallet,7,2025-02-26,267,False,2.0,Delivered,485.74,2,1,1
C6829,Other,Teenager,Islamabad,2023-10-06,2024-06-11,Burger King,Continental,3,1257.67,Card,48,2025-03-29,252,False,1.0,Delivered,3773.01,2,5,4
C3347,Other,Teenager,Islamabad,2023-10-07,2024-11-28,Burger King,Chinese,2,1014.57,Wallet,39,2024-12-26,300,True,2.0,Delayed,2029.14,1,4,3
C5314,Female,Senior,Islamabad,2023-10-08,2024-11-12,Burger King,Dessert,2,1366.0,Card,35,2025-08-16,436,True,4.0,Delivered,2732.0,5,4,4
C5583,Male,Senior,Islamabad,2023-10-08,2024-01-26,Burger King,Fast Food,5,268.56,Cash,37,2024-10-20,281,False,-1.0,Cancelled,1342.8,1,4,2
C5395,Male,Senior,Islamabad,2023-10-08,2024-06-05,McDonald's,Chinese,2,906.01,Card,16,2024-11-03,387,True,3.0,Delivered,1812.02,1,2,3
C6809,Female,Teenager,Islamabad,2023-10-09,2025-04-12,Burger King,Continental,4,363.5,Cash,11,2025-08-08,310,False,4.0,Delivered,1454.0,5,1,3
C2380,Male,Teenager,Islamabad,2023-10-10,2025-01-05,KFC,Dessert,5,1323.45,Wallet,43,2025-01-11,223,True,5.0,Delayed,6617.25,1,5,5
C2651,Other,Adult,Islamabad,2023-10-11,2025-02-13,Subway,Continental,3,569.69,Card,2,2025-06-19,485,True,4.0,Delayed,1709.0700000000002,4,1,3
C3530,Other,Teenager,Islamabad,2023-10-11,2025-05-22,KFC,Dessert,2,1355.58,Cash,4,2025-07-11,428,True,3.0,Delayed,2711.16,4,1,4
C6563,Other,Senior,Islamabad,2023-08-22,2023-10-11,Pizza Hut,Continental,5,954.89,Wallet,5,2024-12-17,311,True,-1.0,Cancelled,4774.45,1,1,5
C1832,Male,Adult,Islamabad,2023-10-12,2024-09-02,Subway,Dessert,3,1420.4,Wallet,49,2024-12-08,250,False,1.0,Delayed,4261.200000000001,1,5,5
C1543,Male,Adult,Islamabad,2023-10-12,2024-09-25,McDonald's,Continental,1,1059.59,Card,45,2025-04-02,275,False,-1.0,Cancelled,1059.59,3,5,2
C6966,Male,Adult,Islamabad,2023-10-12,2024-04-24,Burger King,Continental,3,282.79,Cash,44,2025-07-06,136,True,3.0,Delayed,848.3700000000001,4,5,2
C6638,Male,Adult,Islamabad,2023-10-12,2025-02-24,KFC,Dessert,1,473.6,Wallet,35,2025-04-10,378,True,1.0,Delayed,473.6,3,4,1
C5141,Other,Adult,Islamabad,2023-10-13,2025-03-25,McDonald's,Chinese,5,1005.28,Wallet,36,2025-04-30,339,False,-1.0,Cancelled,5026.4,3,4,5
C2640,Female,Teenager,Islamabad,2023-10-13,2024-09-01,Subway,Dessert,1,685.31,Wallet,31,2025-06-01,50,False,-1.0,Cancelled,685.31,4,4,1
C4826,Male,Teenager,Islamabad,2023-10-14,2025-07-13,Burger King,Fast Food,2,1451.72,Card,45,2025-08-09,38,True,5.0,Delivered,2903.44,5,5,4
C3265,Female,Teenager,Islamabad,2023-10-14,2024-11-15,Subway,Italian,5,564.16,Wallet,14,2025-01-03,379,True,2.0,Delayed,2820.7999999999997,1,2,4
C5024,Male,Teenager,Islamabad,2023-10-15,2024-11-19,Pizza Hut,Dessert,3,229.14,Card,24,2025-07-26,248,False,5.0,Delivered,687.42,5,3,1
C4061,Other,Teenager,Islamabad,2023-10-16,2025-01-02,Subway,Italian,2,1242.0,Card,8,2025-05-21,251,False,4.0,Delayed,2484.0,3,1,4
C1857,Other,Adult,Islamabad,2023-10-16,2023-11-13,Pizza Hut,Chinese,4,963.94,Cash,32,2024-10-23,146,True,3.0,Delayed,3855.76,1,4,4
C3053,Female,Adult,Islamabad,2023-10-16,2025-02-20,Pizza Hut,Chinese,4,573.06,Wallet,14,2025-06-13,72,False,2.0,Delayed,2292.24,4,2,3
C1764,Male,Senior,Islamabad,2023-10-16,2024-07-16,Burger King,Chinese,5,154.1,Card,37,2024-11-10,439,True,1.0,Delayed,770.5,1,4,1
C3457,Other,Teenager,Islamabad,2023-10-17,2024-03-08,Burger King,Dessert,4,535.23,Card,50,2024-10-03,285,False,-1.0,Cancelled,2140.92,1,5,3
C1050,Other,Adult,Islamabad,2023-10-19,2024-11-05,KFC,Chinese,1,923.65,Cash,34,2025-03-03,156,True,5.0,Delayed,923.65,2,4,2
C2477,Female,Senior,Islamabad,2023-10-19,2025-05-17,Subway,Chinese,3,1319.53,Card,44,2025-05-20,129,True,-1.0,Cancelled,3958.59,3,5,5
C1661,Female,Teenager,Islamabad,2023-10-19,2025-03-31,KFC,Chinese,2,740.65,Card,8,2025-05-01,223,False,-1.0,Cancelled,1481.3,3,1,3
C6077,Female,Teenager,Islamabad,2023-10-20,2025-01-27,Burger King,Fast Food,4,1307.57,Wallet,12,2025-06-24,102,False,-1.0,Cancelled,5230.28,4,2,5
C3537,Male,Teenager,Islamabad,2023-10-22,2024-09-16,KFC,Fast Food,5,1133.59,Card,26,2024-10-14,474,False,3.0,Delayed,5667.95,1,3,5
C2708,Other,Teenager,Islamabad,2023-10-23,2025-02-28,Subway,Chinese,4,293.46,Wallet,31,2025-04-23,193,False,-1.0,Cancelled,1173.84,3,4,2
C4363,Female,Teenager,Islamabad,2023-09-30,2023-10-23,Pizza Hut,Continental,2,1054.55,Cash,18,2025-06-02,43,True,2.0,Delivered,2109.1,4,2,3
C5541,Female,Senior,Islamabad,2023-10-23,2024-11-14,Subway,Continental,5,210.1,Wallet,50,2024-12-25,77,True,-1.0,Cancelled,1050.5,1,5,2
C4452,Female,Teenager,Islamabad,2023-10-24,2024-12-09,Pizza Hut,Chinese,5,825.12,Card,12,2025-01-13,250,False,-1.0,Cancelled,4125.6,1,2,5
C5627,Male,Senior,Islamabad,2023-10-08,2023-10-24,KFC,Continental,3,1406.75,Cash,49,2024-10-13,86,True,1.0,Delayed,4220.25,1,5,5
C3138,Other,Adult,Islamabad,2023-10-24,2024-06-30,McDonald's,Chinese,4,1182.54,Card,3,2025-03-16,331,True,1.0,Delivered,4730.16,2,1,5
C3255,Female,Senior,Islamabad,2023-10-14,2023-10-24,Subway,Chinese,4,500.85,Wallet,35,2024-10-11,166,False,5.0,Delivered,2003.4,1,4,3
C3950,Male,Adult,Islamabad,2023-10-24,2025-03-02,McDonald's,Fast Food,3,309.01,Cash,23,2025-05-06,98,True,-1.0,Cancelled,927.03,3,3,2
C4860,Female,Teenager,Islamabad,2023-10-25,2024-07-29,KFC,Continental,5,1212.26,Wallet,17,2025-06-14,160,True,-1.0,Cancelled,6061.3,4,2,5
C5719,Female,Teenager,Islamabad,2023-10-25,2023-12-07,Burger King,Fast Food,5,800.07,Wallet,20,2025-08-05,203,True,4.0,Delayed,4000.3500000000004,5,2,5
C4627,Other,Senior,Islamabad,2023-10-27,2024-12-26,Burger King,Dessert,3,943.38,Wallet,10,2025-08-08,16,True,-1.0,Cancelled,2830.14,5,1,4
C6247,Other,Senior,Islamabad,2023-10-28,2024-04-10,Burger King,Fast Food,5,558.63,Card,21,2024-09-11,439,False,-1.0,Cancelled,2793.15,1,3,4
C3272,Male,Teenager,Islamabad,2023-10-29,2024-09-13,Subway,Italian,2,1053.87,Card,38,2024-09-30,411,False,-1.0,Cancelled,2107.74,1,4,3
C4571,Other,Teenager,Islamabad,2023-10-29,2024-05-06,Subway,Italian,1,375.22,Cash,50,2025-04-17,435,True,4.0,Delayed,375.22,3,5,1
C1731,Female,Senior,Islamabad,2023-10-29,2024-06-06,Subway,Continental,2,793.33,Card,8,2024-12-30,499,True,-1.0,Cancelled,1586.66,1,1,3
C3535,Other,Teenager,Islamabad,2023-10-29,2024-08-17,KFC,Chinese,5,1350.13,Card,2,2024-11-25,58,False,3.0,Delivered,6750.650000000001,1,1,5
C1578,Other,Teenager,Islamabad,2023-10-29,2024-07-04,KFC,Italian,4,128.82,Wallet,17,2025-02-25,295,True,-1.0,Cancelled,515.28,2,2,1
C2966,Male,Teenager,Islamabad,2023-10-30,2024-05-04,Subway,Italian,1,1049.57,Card,11,2025-01-13,383,False,5.0,Delivered,1049.57,1,1,2
C2405,Other,Adult,Islamabad,2023-10-31,2024-12-30,Subway,Dessert,1,1468.01,Cash,12,2025-05-24,312,False,-1.0,Cancelled,1468.01,3,2,3
C2504,Female,Adult,Islamabad,2023-10-31,2024-03-23,McDonald's,Chinese,2,1401.08,Card,32,2025-08-09,293,True,1.0,Delivered,2802.16,5,4,4
C6137,Female,Senior,Islamabad,2023-11-01,2025-05-07,Burger King,Fast Food,2,789.22,Card,48,2025-05-16,393,True,-1.0,Cancelled,1578.44,3,5,3
C4839,Other,Adult,Islamabad,2023-11-01,2024-12-18,Subway,Continental,3,1120.67,Wallet,20,2025-06-07,446,False,1.0,Delayed,3362.01,4,2,4
C2967,Female,Senior,Islamabad,2023-11-03,2024-09-01,KFC,Fast Food,4,935.15,Cash,49,2024-11-08,389,False,2.0,Delivered,3740.6,1,5,4
C6674,Female,Adult,Islamabad,2023-11-04,2025-02-01,Pizza Hut,Dessert,2,1201.85,Cash,38,2025-07-13,228,True,3.0,Delivered,2403.7,4,4,3
C6171,Male,Teenager,Islamabad,2023-11-07,2024-09-12,KFC,Fast Food,2,483.3,Card,35,2025-07-20,163,True,1.0,Delayed,966.6,5,4,2
C6409,Other,Teenager,Islamabad,2023-11-07,2025-03-10,Subway,Italian,2,1240.23,Card,8,2025-03-24,121,True,-1.0,Cancelled,2480.46,2,1,4
C2369,Female,Adult,Islamabad,2023-11-08,2024-06-12,Pizza Hut,Dessert,5,1403.58,Wallet,13,2024-12-17,298,False,4.0,Delayed,7017.9,1,2,5
C1122,Male,Teenager,Islamabad,2023-11-08,2024-11-28,McDonald's,Fast Food,3,933.86,Card,15,2025-03-08,430,True,-1.0,Cancelled,2801.58,2,2,4
C3136,Female,Adult,Islamabad,2023-11-09,2023-11-18,Subway,Continental,1,638.41,Wallet,44,2025-03-30,292,False,-1.0,Cancelled,638.41,2,5,1
C5813,Male,Teenager,Islamabad,2023-10-18,2023-11-11,McDonald's,Italian,2,1080.99,Card,45,2025-01-25,416,True,2.0,Delivered,2161.98,2,5,3
C5933,Female,Adult,Islamabad,2023-11-11,2024-12-29,McDonald's,Fast Food,2,836.29,Card,1,2025-07-01,215,False,2.0,Delayed,1672.58,4,1,3
C3361,Other,Teenager,Islamabad,2023-11-12,2024-12-29,McDonald's,Italian,1,1473.03,Wallet,23,2025-03-24,373,True,-1.0,Cancelled,1473.03,2,3,3
C1718,Female,Senior,Islamabad,2023-11-12,2024-06-07,Burger King,Dessert,5,190.01,Cash,37,2025-01-24,345,True,2.0,Delayed,950.05,2,4,2
C1473,Other,Teenager,Islamabad,2023-11-13,2024-01-15,Pizza Hut,Chinese,4,191.34,Cash,41,2024-11-06,353,True,2.0,Delayed,765.36,1,5,1
C6565,Female,Teenager,Islamabad,2023-11-13,2024-12-17,McDonald's,Fast Food,2,305.0,Card,1,2025-04-12,355,False,2.0,Delayed,610.0,3,1,1
C5213,Female,Teenager,Islamabad,2023-11-14,2024-04-15,McDonald's,Italian,4,378.2,Cash,37,2024-12-20,199,False,2.0,Delivered,1512.8,1,4,3
C1094,Male,Teenager,Islamabad,2023-09-17,2023-11-14,Pizza Hut,Dessert,5,1044.76,Wallet,39,2025-04-10,491,False,2.0,Delivered,5223.8,3,4,5
C6028,Male,Senior,Islamabad,2023-11-15,2024-08-14,KFC,Chinese,2,1214.56,Cash,27,2025-08-07,267,False,4.0,Delayed,2429.12,5,3,3
C4700,Male,Senior,Islamabad,2023-11-16,2025-04-14,Burger King,Italian,3,1057.55,Cash,15,2025-06-10,379,True,5.0,Delayed,3172.6499999999996,4,2,4
C6177,Female,Senior,Islamabad,2023-11-16,2024-11-11,McDonald's,Continental,1,387.84,Cash,31,2025-02-18,19,False,5.0,Delivered,387.84,2,4,1
C2770,Female,Adult,Islamabad,2023-11-17,2024-04-26,Subway,Continental,5,1289.99,Wallet,47,2024-10-18,115,False,2.0,Delayed,6449.95,1,5,5
C1741,Female,Adult,Islamabad,2023-11-17,2024-06-09,Burger King,Fast Food,4,430.06,Wallet,9,2024-11-30,189,False,-1.0,Cancelled,1720.24,1,1,3
C5833,Other,Adult,Islamabad,2023-11-18,2024-08-25,Pizza Hut,Chinese,4,569.79,Wallet,40,2024-11-18,355,False,1.0,Delayed,2279.16,1,4,3
C2724,Male,Adult,Islamabad,2023-11-18,2024-05-15,Burger King,Chinese,2,868.19,Wallet,5,2025-02-02,208,False,-1.0,Cancelled,1736.38,2,1,3
C6162,Male,Teenager,Islamabad,2023-11-18,2024-11-26,Pizza Hut,Chinese,2,1244.21,Cash,43,2025-04-08,379,False,-1.0,Cancelled,2488.42,3,5,4
C2872,Female,Teenager,Islamabad,2023-11-18,2024-05-04,McDonald's,Chinese,1,126.19,Wallet,38,2025-03-04,87,False,3.0,Delayed,126.19,2,4,1
C1740,Female,Adult,Islamabad,2023-11-19,2025-01-26,McDonald's,Chinese,3,506.23,Card,28,2025-03-07,145,False,1.0,Delivered,1518.69,2,3,3
C6494,Male,Teenager,Islamabad,2023-11-19,2024-03-05,Subway,Chinese,2,884.45,Wallet,28,2025-04-04,277,False,-1.0,Cancelled,1768.9,3,3,3
C2606,Other,Teenager,Islamabad,2023-11-19,2025-04-25,Burger King,Fast Food,1,377.64,Wallet,47,2025-05-31,133,True,5.0,Delivered,377.64,4,5,1
C1296,Male,Adult,Islamabad,2023-11-20,2025-05-02,Pizza Hut,Chinese,3,896.54,Wallet,6,2025-07-05,133,True,-1.0,Cancelled,2689.62,4,1,4
C4342,Female,Senior,Islamabad,2023-11-21,2024-10-07,Subway,Italian,1,208.4,Card,28,2024-12-04,134,True,2.0,Delivered,208.4,1,3,1
C2529,Male,Adult,Islamabad,2023-11-22,2024-12-03,KFC,Continental,1,1018.37,Cash,31,2025-08-01,217,False,2.0,Delivered,1018.37,5,4,2
C1932,Other,Senior,Islamabad,2023-10-27,2023-11-24,Pizza Hut,Continental,5,224.54,Card,9,2025-08-02,390,True,2.0,Delayed,1122.7,5,1,2
C3123,Male,Adult,Islamabad,2023-11-24,2024-12-21,Burger King,Fast Food,3,524.96,Card,3,2025-03-30,395,False,-1.0,Cancelled,1574.88,2,1,3
C5923,Female,Adult,Islamabad,2023-08-24,2023-11-25,KFC,Italian,2,667.95,Wallet,50,2024-10-04,486,False,-1.0,Cancelled,1335.9,1,5,2
C3228,Other,Adult,Islamabad,2023-11-25,2024-10-22,Pizza Hut,Dessert,4,1021.48,Cash,50,2025-04-24,92,True,4.0,Delayed,4085.92,3,5,5
C6595,Other,Senior,Islamabad,2023-11-25,2023-11-28,Pizza Hut,Fast Food,4,709.86,Wallet,43,2024-08-21,182,False,4.0,Delivered,2839.44,1,5,4
C4694,Male,Teenager,Islamabad,2023-11-26,2024-02-01,KFC,Dessert,2,350.52,Wallet,45,2025-02-20,305,False,5.0,Delivered,701.04,2,5,1
