customer_id,gender,age,city,signup_date,order_date,restaurant_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,delivery_status,order_value,r_score,f_score,m_score,rfm_score
C4282,Female,Senior,Lahore,2023-09-14,2024-08-21,Subway,Fast Food,4,1125.3,Cash,1,2025-02-10,10,True,-1.0,Cancelled,4501.2,2,1,5,8
C2765,Other,Teenager,Lahore,2023-09-15,2025-04-23,Pizza Hut,Fast Food,3,1435.15,Cash,31,2025-08-19,8,False,4.0,Delivered,4305.450000000001,5,4,5,14
C4309,Male,Teenager,Lahore,2023-09-15,2025-06-28,Pizza Hut,Italian,4,1072.07,Card,24,2025-08-18,429,False,4.0,Delivered,4288.28,5,3,5,13
C2848,Male,Teenager,Lahore,2023-09-15,2024-10-13,McDonald's,Dessert,1,1419.33,Cash,48,2025-08-11,155,False,5.0,Delayed,1419.33,5,5,2,12
C6496,Male,Adult,Lahore,2023-09-17,2024-11-14,Burger King,Continental,2,226.01,Cash,30,2025-05-16,402,False,-1.0,Cancelled,452.02,3,3,1,7
C5266,Female,Adult,Lahore,2023-09-17,2024-05-14,Pizza Hut,Chinese,5,690.91,Cash,14,2025-07-10,307,False,3.0,Delayed,3454.5499999999997,4,2,4,10
C3318,Male,Adult,Lahore,2023-09-18,2025-02-26,McDonald's,Continental,4,535.89,Card,46,2025-07-08,261,True,5.0,Delayed,2143.56,4,5,3,12
C3291,Male,Senior,Lahore,2023-09-18,2025-05-06,McDonald's,Italian,4,1349.15,Wallet,48,2025-08-11,275,True,-1.0,Cancelled,5396.6,5,5,5,15
C6533,Female,Adult,Lahore,2023-09-18,2024-09-23,Subway,Continental,5,233.74,Card,15,2025-08-08,148,False,-1.0,Cancelled,1168.7,5,2,2,9
C3120,Male,Adult,Lahore,2023-09-18,2023-12-02,Subway,Chinese,5,1117.95,Cash,6,2025-04-27,477,False,1.0,Delivered,5589.75,3,1,5,9
C3632,Male,Senior,Lahore,2023-09-20,2024-08-06,Subway,Italian,1,490.52,Card,30,2024-10-31,371,True,5.0,Delayed,490.52,1,3,1,5
C5239,Female,Teenager,Lahore,2023-09-20,2024-09-04,Subway,Dessert,1,102.75,Wallet,33,2024-12-09,204,True,-1.0,Cancelled,102.75,1,4,1,6
C4831,Other,Teenager,Lahore,2023-09-21,2024-02-01,KFC,Chinese,4,703.58,Cash,10,2025-01-08,342,False,4.0,Delivered,2814.32,1,1,4,6
C6698,Male,Adult,Lahore,2023-09-21,2025-04-05,Subway,Chinese,1,829.09,Cash,20,2025-05-01,228,True,4.0,Delivered,829.09,3,2,1,6
C6157,Female,Adult,Lahore,2023-09-21,2025-01-31,KFC,Continental,2,954.85,Card,19,2025-06-14,49,True,-1.0,Cancelled,1909.7,4,2,3,9
C3701,Other,Senior,Lahore,2023-09-21,2024-12-30,KFC,Continental,1,856.2,Wallet,3,2025-06-08,169,False,2.0,Delivered,856.2,4,1,2,7
C6705,Other,Teenager,Lahore,2023-09-21,2023-11-03,McDonald's,Chinese,4,1025.77,Card,19,2025-02-28,124,True,5.0,Delivered,4103.08,2,2,5,9
C5848,Female,Teenager,Lahore,2023-09-22,2023-12-17,KFC,Dessert,1,1399.93,Wallet,26,2024-10-07,76,False,3.0,Delivered,1399.93,1,3,2,6
C6866,Male,Senior,Lahore,2023-09-23,2024-02-29,KFC,Chinese,5,1111.68,Card,42,2024-09-20,384,True,5.0,Delayed,5558.400000000001,1,5,5,11
C6373,Other,Senior,Lahore,2023-09-23,2024-01-27,Pizza Hut,Dessert,4,1071.37,Cash,8,2025-06-24,491,False,5.0,Delayed,4285.48,4,1,5,10
C4051,Male,Senior,Lahore,2023-09-24,2025-07-21,Subway,Dessert,1,1376.4,Wallet,42,2025-07-25,76,True,-1.0,Cancelled,1376.4,5,5,2,12
C1141,Male,Teenager,Lahore,2023-09-25,2024-02-21,McDonald's,Chinese,5,751.35,Card,27,2024-08-27,214,False,5.0,Delivered,3756.75,1,3,4,8
C2836,Female,Adult,Lahore,2023-09-25,2025-02-22,Burger King,Fast Food,2,714.38,Wallet,45,2025-06-14,252,False,-1.0,Cancelled,1428.76,4,5,2,11
C2418,Male,Adult,Lahore,2023-09-26,2024-10-09,Pizza Hut,Continental,5,1332.69,Wallet,10,2024-12-07,93,False,3.0,Delayed,6663.450000000001,1,1,5,7
C6288,Female,Teenager,Lahore,2023-09-28,2024-09-26,Pizza Hut,Dessert,5,1493.64,Card,42,2025-06-10,38,True,3.0,Delivered,7468.200000000001,4,5,5,14
C1807,Female,Senior,Lahore,2023-09-28,2025-05-01,KFC,Chinese,2,821.46,Wallet,49,2025-05-15,411,False,-1.0,Cancelled,1642.92,3,5,3,11
C6602,Male,Teenager,Lahore,2023-09-28,2023-10-17,Subway,Fast Food,5,1223.45,Card,17,2025-01-28,310,True,1.0,Delivered,6117.25,2,2,5,9
C2698,Male,Teenager,Lahore,2023-09-29,2025-05-25,KFC,Italian,4,350.62,Card,6,2025-06-01,331,False,-1.0,Cancelled,1402.48,4,1,2,7
C3435,Other,Teenager,Lahore,2023-09-29,2024-07-07,KFC,Continental,3,852.7,Cash,26,2024-09-08,415,False,2.0,Delivered,2558.1000000000004,1,3,4,8
C3987,Male,Adult,Lahore,2023-09-30,2024-04-28,Pizza Hut,Dessert,4,1450.3,Wallet,39,2025-01-26,444,True,4.0,Delivered,5801.2,2,4,5,11
C1645,Male,Adult,Lahore,2023-09-30,2024-02-09,Burger King,Italian,4,733.84,Cash,44,2025-04-11,331,False,-1.0,Cancelled,2935.36,3,5,4,12
C2596,Female,Teenager,Lahore,2023-09-30,2024-08-05,KFC,Continental,2,902.1,Card,25,2025-07-15,280,False,5.0,Delivered,1804.2,5,3,3,11
C1303,Male,Teenager,Lahore,2023-10-02,2025-02-27,Subway,Dessert,4,1007.04,Cash,22,2025-06-23,18,True,3.0,Delayed,4028.16,4,3,5,12
C2221,Male,Senior,Lahore,2023-10-02,2024-09-27,Burger King,Dessert,2,859.16,Cash,18,2025-08-20,107,False,-1.0,Cancelled,1718.32,5,2,3,10
C6928,Other,Adult,Lahore,2023-10-03,2024-05-14,Burger King,Chinese,5,413.8,Cash,43,2025-05-27,105,False,3.0,Delivered,2069.0,3,5,3,11
C5419,Male,Teenager,Lahore,2023-10-04,2024-09-22,Pizza Hut,Italian,5,693.72,Wallet,22,2025-06-09,59,True,2.0,Delayed,3468.6000000000004,4,3,4,11
C2162,Female,Senior,Lahore,2023-10-04,2024-03-12,Pizza Hut,Chinese,1,1409.53,Cash,25,2025-06-07,329,True,-1.0,Cancelled,1409.53,4,3,2,9
C4286,Female,Teenager,Lahore,2023-10-04,2024-10-23,KFC,Fast Food,3,1003.16,Wallet,23,2025-03-26,210,False,1.0,Delayed,3009.48,2,3,4,9
C1574,Female,Teenager,Lahore,2023-10-05,2024-10-06,Pizza Hut,Continental,5,352.94,Wallet,25,2025-02-26,492,True,4.0,Delivered,1764.7,2,3,3,8
C6240,Other,Teenager,Lahore,2023-10-06,2025-02-01,Pizza Hut,Italian,2,1399.34,Cash,31,2025-07-25,314,False,-1.0,Cancelled,2798.68,5,4,4,13
C6751,Other,Adult,Lahore,2023-10-07,2025-03-24,Pizza Hut,Chinese,3,1269.92,Cash,43,2025-08-06,82,False,-1.0,Cancelled,3809.76,5,5,4,14
C6354,Male,Adult,Lahore,2023-10-07,2024-06-28,Pizza Hut,Continental,1,353.12,Wallet,49,2025-04-26,20,False,4.0,Delayed,353.12,3,5,1,9
C1486,Other,Teenager,Lahore,2023-10-09,2023-10-26,Pizza Hut,Fast Food,1,1474.28,Card,34,2025-07-28,249,False,4.0,Delivered,1474.28,5,4,3,12
C3880,Other,Senior,Lahore,2023-10-10,2023-12-02,Burger King,Fast Food,1,1448.45,Card,45,2025-08-09,138,True,1.0,Delayed,1448.45,5,5,3,13
C2400,Male,Teenager,Lahore,2023-09-02,2023-10-10,Burger King,Chinese,4,911.26,Cash,48,2025-07-28,221,False,1.0,Delivered,3645.04,5,5,4,14
C3563,Other,Senior,Lahore,2023-10-10,2024-04-15,Burger King,Italian,2,378.24,Card,34,2024-10-01,490,True,3.0,Delayed,756.48,1,4,1,6
C2210,Female,Teenager,Lahore,2023-10-07,2023-10-10,McDonald's,Chinese,4,632.66,Cash,14,2025-03-07,127,False,-1.0,Cancelled,2530.64,2,2,4,8
C2732,Female,Senior,Lahore,2023-10-12,2024-12-22,Pizza Hut,Dessert,2,863.87,Card,37,2025-07-16,428,True,4.0,Delivered,1727.74,5,4,3,12
C2513,Male,Senior,Lahore,2023-10-12,2024-08-09,Pizza Hut,Chinese,5,844.54,Wallet,50,2025-03-29,121,True,-1.0,Cancelled,4222.7,2,5,5,12
C2004,Male,Adult,Lahore,2023-10-12,2024-02-27,McDonald's,Italian,5,1187.55,Wallet,16,2024-12-12,364,False,2.0,Delivered,5937.75,1,2,5,8
C5470,Female,Teenager,Lahore,2023-10-12,2024-09-01,Pizza Hut,Chinese,3,397.24,Cash,17,2024-09-03,297,False,-1.0,Cancelled,1191.72,1,2,2,5
C2779,Female,Teenager,Lahore,2023-10-13,2024-09-07,McDonald's,Dessert,2,1397.6,Card,31,2025-04-30,8,True,-1.0,Cancelled,2795.2,3,4,4,11
C5746,Female,Adult,Lahore,2023-10-15,2024-07-15,Pizza Hut,Italian,3,239.36,Card,25,2025-04-25,331,True,2.0,Delivered,718.08,3,3,1,7
C6697,Male,Adult,Lahore,2023-10-16,2024-12-07,McDonald's,Dessert,1,1411.95,Card,17,2025-03-15,138,False,-1.0,Cancelled,1411.95,2,2,2,6
C5016,Other,Senior,Lahore,2023-10-16,2024-06-18,KFC,Chinese,1,637.28,Cash,41,2025-07-30,81,True,3.0,Delivered,637.28,5,5,1,11
C2384,Female,Teenager,Lahore,2023-10-16,2024-04-25,Pizza Hut,Chinese,5,1255.63,Cash,15,2024-09-04,323,True,2.0,Delivered,6278.150000000001,1,2,5,8
C5537,Female,Senior,Lahore,2023-10-16,2023-11-16,Pizza Hut,Dessert,5,731.14,Wallet,16,2025-01-09,447,True,1.0,Delayed,3655.7,1,2,4,7
C4769,Male,Senior,Lahore,2023-10-17,2024-08-02,Burger King,Italian,4,490.51,Cash,43,2025-03-03,102,True,-1.0,Cancelled,1962.04,2,5,3,10
C1779,Female,Teenager,Lahore,2023-10-17,2024-05-16,Subway,Fast Food,4,693.04,Wallet,13,2025-07-29,452,False,2.0,Delayed,2772.16,5,2,4,11
C1096,Male,Senior,Lahore,2023-09-29,2023-10-18,Subway,Fast Food,5,1321.4,Card,20,2025-02-28,482,False,5.0,Delayed,6607.0,2,2,5,9
C3226,Other,Senior,Lahore,2023-10-18,2025-03-17,KFC,Italian,4,1350.64,Cash,45,2025-04-16,257,True,3.0,Delayed,5402.56,3,5,5,13
C2266,Female,Senior,Lahore,2023-10-19,2025-02-15,McDonald's,Italian,3,1253.72,Wallet,49,2025-07-17,260,False,2.0,Delayed,3761.16,5,5,4,14
C1933,Male,Adult,Lahore,2023-09-01,2023-10-20,McDonald's,Continental,1,1103.76,Cash,36,2025-04-20,207,False,-1.0,Cancelled,1103.76,3,4,2,9
C4114,Other,Adult,Lahore,2023-10-21,2023-12-22,McDonald's,Italian,4,1499.59,Cash,28,2025-06-06,452,False,-1.0,Cancelled,5998.36,4,3,5,12
C3716,Other,Teenager,Lahore,2023-10-21,2023-12-25,Burger King,Continental,1,1412.49,Wallet,45,2025-03-30,222,True,-1.0,Cancelled,1412.49,2,5,2,9
C1524,Female,Senior,Lahore,2023-10-22,2023-11-05,Pizza Hut,Continental,1,862.12,Wallet,4,2024-10-18,24,False,5.0,Delivered,862.12,1,1,2,4
C1695,Female,Adult,Lahore,2023-10-23,2024-04-07,Pizza Hut,Fast Food,2,804.72,Card,3,2025-01-08,328,False,5.0,Delayed,1609.44,1,1,3,5
C3369,Female,Senior,Lahore,2023-10-23,2024-04-24,Pizza Hut,Chinese,4,1081.64,Cash,18,2025-01-05,27,False,-1.0,Cancelled,4326.56,1,2,5,8
C2285,Male,Adult,Lahore,2023-10-23,2024-10-23,Subway,Italian,2,641.06,Wallet,24,2025-05-02,407,False,-1.0,Cancelled,1282.12,3,3,2,8
C3760,Other,Senior,Lahore,2023-10-23,2023-10-30,Subway,Fast Food,1,1022.96,Card,25,2025-01-07,61,True,5.0,Delivered,1022.96,1,3,2,6
C4883,Male,Teenager,Lahore,2023-10-15,2023-10-23,Pizza Hut,Italian,4,265.07,Card,2,2025-07-19,500,False,1.0,Delivered,1060.28,5,1,2,8
C6072,Male,Teenager,Lahore,2023-10-24,2024-02-29,McDonald's,Continental,1,527.61,Card,37,2025-03-26,371,False,-1.0,Cancelled,527.61,2,4,1,7
C6712,Other,Senior,Lahore,2023-10-24,2024-05-10,KFC,Italian,5,277.78,Card,46,2025-02-24,412,True,4.0,Delivered,1388.8999999999999,2,5,2,9
C4146,Other,Teenager,Lahore,2023-10-24,2024-03-09,KFC,Fast Food,1,905.27,Wallet,15,2025-01-24,238,True,5.0,Delivered,905.27,2,2,2,6
C4773,Female,Teenager,Lahore,2023-10-24,2025-02-06,Burger King,Dessert,1,1025.78,Wallet,6,2025-08-18,85,False,5.0,Delayed,1025.78,5,1,2,8
C4687,Other,Adult,Lahore,2023-10-25,2024-05-25,Pizza Hut,Italian,3,652.57,Wallet,43,2025-04-24,408,False,3.0,Delayed,1957.71,3,5,3,11
C2411,Male,Senior,Lahore,2023-10-25,2024-04-24,Burger King,Continental,2,540.76,Cash,16,2025-07-14,398,False,1.0,Delayed,1081.52,5,2,2,9
C1353,Other,Senior,Lahore,2023-10-25,2023-12-28,Burger King,Fast Food,5,904.2,Card,22,2024-09-26,62,False,1.0,Delayed,4521.0,1,3,5,9
C5029,Male,Teenager,Lahore,2023-10-26,2023-11-26,McDonald's,Fast Food,4,179.04,Card,48,2025-01-16,332,True,-1.0,Cancelled,716.16,2,5,1,8
C6183,Other,Teenager,Lahore,2023-10-26,2024-12-01,Burger King,Fast Food,5,618.18,Card,6,2025-03-16,406,True,2.0,Delivered,3090.8999999999996,2,1,4,7
C1226,Other,Teenager,Lahore,2023-10-27,2025-01-31,Burger King,Fast Food,5,1053.52,Wallet,34,2025-02-08,186,True,4.0,Delayed,5267.6,2,4,5,11
C6676,Female,Senior,Lahore,2023-10-28,2024-03-01,Pizza Hut,Chinese,5,1234.61,Wallet,24,2025-05-25,350,False,5.0,Delivered,6173.049999999999,3,3,5,11
C3692,Female,Teenager,Lahore,2023-10-29,2024-03-31,McDonald's,Dessert,5,290.86,Card,26,2024-11-28,45,False,2.0,Delivered,1454.3000000000002,1,3,3,7
C6930,Female,Adult,Lahore,2023-10-29,2023-12-31,Subway,Chinese,4,910.23,Cash,23,2025-05-23,97,False,-1.0,Cancelled,3640.92,3,3,4,10
C5033,Male,Teenager,Lahore,2023-10-29,2024-09-24,KFC,Continental,2,762.24,Wallet,8,2025-06-12,244,True,-1.0,Cancelled,1524.48,4,1,3,8
C2892,Male,Senior,Lahore,2023-09-21,2023-10-29,McDonald's,Italian,5,428.61,Cash,37,2025-05-26,304,False,1.0,Delivered,2143.05,3,4,3,10
C2293,Female,Teenager,Lahore,2023-10-30,2024-09-10,KFC,Italian,1,1143.43,Wallet,50,2025-04-07,338,False,5.0,Delivered,1143.43,3,5,2,10
C4227,Female,Teenager,Lahore,2023-10-11,2023-10-30,Pizza Hut,Continental,4,917.23,Wallet,41,2025-03-26,479,True,-1.0,Cancelled,3668.92,2,5,4,11
C6235,Male,Adult,Lahore,2023-10-31,2025-01-29,KFC,Continental,3,1472.47,Cash,23,2025-03-28,248,False,3.0,Delayed,4417.41,2,3,5,10
C2371,Male,Adult,Lahore,2023-10-31,2024-10-22,Pizza Hut,Fast Food,2,1339.73,Cash,14,2025-03-12,66,True,1.0,Delayed,2679.46,2,2,4,8
C6656,Male,Teenager,Lahore,2023-10-31,2025-01-11,KFC,Fast Food,5,1111.96,Cash,8,2025-08-18,119,False,1.0,Delayed,5559.8,5,1,5,11
C3673,Male,Teenager,Lahore,2023-11-02,2024-08-18,McDonald's,Italian,3,547.13,Cash,22,2024-11-16,358,True,4.0,Delayed,1641.3899999999999,1,3,3,7
C4938,Male,Teenager,Lahore,2023-11-02,2025-03-22,KFC,Chinese,4,1010.88,Cash,20,2025-04-30,229,False,4.0,Delivered,4043.52,3,2,5,10
C3018,Male,Adult,Lahore,2023-11-03,2023-12-25,Subway,Chinese,4,443.28,Cash,16,2025-02-07,415,True,-1.0,Cancelled,1773.12,2,2,3,7
C1546,Female,Teenager,Lahore,2023-11-04,2024-12-25,Pizza Hut,Continental,2,853.16,Card,49,2025-06-16,181,True,2.0,Delivered,1706.32,4,5,3,12
C5087,Female,Adult,Lahore,2023-11-04,2024-12-03,McDonald's,Continental,4,1206.87,Card,15,2025-03-15,386,True,4.0,Delayed,4827.48,2,2,5,9
C1910,Female,Teenager,Lahore,2023-11-04,2024-01-27,Pizza Hut,Chinese,2,993.76,Cash,13,2025-08-02,145,False,1.0,Delivered,1987.52,5,2,3,10
C6566,Male,Senior,Lahore,2023-11-04,2024-06-02,Burger King,Italian,3,586.44,Wallet,50,2024-12-28,2,True,1.0,Delayed,1759.3200000000002,1,5,3,9
C4894,Male,Teenager,Lahore,2023-11-05,2024-06-09,Burger King,Chinese,3,1254.02,Card,48,2025-06-17,425,True,3.0,Delayed,3762.06,4,5,4,13
C3408,Male,Adult,Lahore,2023-11-06,2024-12-05,Subway,Italian,2,277.0,Cash,42,2025-08-05,291,True,5.0,Delivered,554.0,5,5,1,11
C1570,Female,Teenager,Lahore,2023-11-07,2024-10-11,Burger King,Fast Food,4,175.16,Wallet,24,2024-10-31,440,False,4.0,Delayed,700.64,1,3,1,5
C5890,Other,Teenager,Lahore,2023-11-09,2024-05-15,McDonald's,Italian,3,422.25,Card,49,2025-01-05,122,True,-1.0,Cancelled,1266.75,1,5,2,8
C4449,Male,Adult,Lahore,2023-11-09,2024-10-24,McDonald's,Fast Food,2,1078.56,Wallet,21,2025-01-15,238,False,-1.0,Cancelled,2157.12,1,3,3,7
C4881,Female,Teenager,Lahore,2023-09-20,2023-11-10,Subway,Fast Food,4,1171.3,Cash,13,2025-08-14,364,False,3.0,Delivered,4685.2,5,2,5,12
C4896,Female,Senior,Lahore,2023-11-12,2024-02-03,Burger King,Dessert,1,1397.19,Wallet,11,2024-11-11,486,True,4.0,Delivered,1397.19,1,1,2,4
C3891,Female,Adult,Lahore,2023-11-12,2025-01-05,Subway,Italian,2,907.09,Wallet,46,2025-04-18,391,True,1.0,Delivered,1814.18,3,5,3,11
C5477,Other,Teenager,Lahore,2023-11-13,2025-01-06,Subway,Chinese,3,998.97,Wallet,38,2025-01-09,318,False,2.0,Delayed,2996.91,1,4,4,9
C4550,Female,Adult,Lahore,2023-11-15,2024-07-08,Subway,Chinese,4,794.94,Cash,22,2025-06-20,204,True,-1.0,Cancelled,3179.76,4,3,4,11
C2214,Other,Teenager,Lahore,2023-11-15,2025-04-14,KFC,Italian,2,287.77,Cash,5,2025-05-23,156,True,-1.0,Cancelled,575.54,3,1,1,5
C4953,Other,Senior,Lahore,2023-11-16,2025-04-28,McDonald's,Fast Food,4,1094.0,Card,2,2025-05-03,88,True,3.0,Delivered,4376.0,3,1,5,9
C2786,Female,Adult,Lahore,2023-11-17,2024-07-19,KFC,Dessert,4,1333.67,Wallet,48,2025-02-06,456,True,-1.0,Cancelled,5334.68,2,5,5,12
C2416,Other,Senior,Lahore,2023-11-19,2024-06-10,KFC,Italian,4,1391.02,Cash,49,2025-04-20,299,False,3.0,Delivered,5564.08,3,5,5,13
C3117,Male,Teenager,Lahore,2023-11-15,2023-11-22,Pizza Hut,Fast Food,3,1152.76,Cash,30,2024-09-29,301,True,1.0,Delivered,3458.2799999999997,1,3,4,8
C4346,Female,Teenager,Lahore,2023-11-22,2024-03-11,Pizza Hut,Dessert,4,1379.31,Wallet,43,2025-02-06,168,True,1.0,Delivered,5517.24,2,5,5,12
