customer_id,gender,age,city,signup_date,order_date,restaurant_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,delivery_status,order_value,r_score,f_score,m_score,rfm_score
C3464,Other,Adult,Peshawar,2023-09-02,2024-06-11,Pizza Hut,Continental,2,949.78,Card,46,2025-04-14,435,False,-1.0,Cancelled,1899.56,3,5,3,11
C5340,Male,Teenager,Peshawar,2023-09-02,2024-05-09,McDonald's,Continental,1,1047.07,Wallet,50,2025-01-29,328,True,2.0,Delayed,1047.07,2,5,2,9
C1833,Other,Adult,Peshawar,2023-09-03,2025-04-08,KFC,Chinese,4,599.35,Cash,3,2025-06-06,322,True,-1.0,Cancelled,2397.4,4,1,3,8
C2040,Male,Senior,Peshawar,2023-09-03,2024-02-07,Burger King,Fast Food,4,1418.27,Wallet,14,2025-05-18,291,True,-1.0,Cancelled,5673.08,3,2,5,10
C3087,Female,Adult,Peshawar,2023-09-04,2025-05-05,Subway,Italian,2,526.39,Wallet,7,2025-06-22,83,True,1.0,Delayed,1052.78,4,1,2,7
C2154,Male,Teenager,Peshawar,2023-09-05,2024-09-05,Pizza Hut,Continental,3,141.58,Wallet,30,2024-11-13,363,False,2.0,Delivered,424.74,1,3,1,5
C6419,Female,Senior,Peshawar,2023-09-05,2024-09-16,Pizza Hut,Continental,5,699.7,Cash,20,2025-04-12,183,False,3.0,Delivered,3498.5,3,2,4,9
C3241,Other,Adult,Peshawar,2023-09-06,2024-12-29,McDonald's,Dessert,3,667.31,Cash,22,2025-08-10,375,False,3.0,Delivered,2001.9299999999998,5,3,3,11
C2832,Other,Teenager,Peshawar,2023-09-07,2024-07-03,McDonald's,Italian,4,792.08,Card,19,2024-09-21,296,True,4.0,Delivered,3168.32,1,2,4,7
C6273,Male,Teenager,Peshawar,2023-09-07,2025-03-05,Burger King,Chinese,2,614.0,Card,21,2025-05-17,52,False,-1.0,Cancelled,1228.0,3,3,2,8
C3949,Male,Adult,Peshawar,2023-09-08,2024-10-18,Burger King,Chinese,2,212.59,Cash,26,2025-06-26,302,False,1.0,Delivered,425.18,4,3,1,8
C4628,Female,Adult,Peshawar,2023-09-09,2025-03-20,McDonald's,Continental,3,1147.65,Wallet,45,2025-04-15,353,False,4.0,Delivered,3442.9500000000003,3,5,4,12
C4407,Other,Adult,Peshawar,2023-08-31,2023-09-09,Pizza Hut,Continental,5,1203.99,Wallet,1,2025-04-17,106,True,4.0,Delayed,6019.95,3,1,5,9
C2522,Other,Teenager,Peshawar,2023-09-10,2024-12-11,KFC,Italian,4,589.82,Cash,28,2025-03-25,162,True,2.0,Delivered,2359.28,2,3,3,8
C5113,Female,Adult,Peshawar,2023-09-11,2025-02-21,Burger King,Fast Food,5,1381.09,Wallet,23,2025-04-14,193,True,1.0,Delivered,6905.45,3,3,5,11
C4592,Other,Senior,Peshawar,2023-08-24,2023-09-12,KFC,Italian,1,1064.71,Card,12,2025-08-13,41,False,4.0,Delivered,1064.71,5,2,2,9
C2453,Other,Senior,Peshawar,2023-09-12,2024-11-20,Burger King,Continental,3,889.41,Cash,24,2025-07-24,101,False,-1.0,Cancelled,2668.23,5,3,4,12
C6883,Other,Senior,Peshawar,2023-09-14,2025-07-19,Burger King,Chinese,1,1116.09,Card,14,2025-08-19,83,False,-1.0,Cancelled,1116.09,5,2,2,9
C6797,Other,Senior,Peshawar,2023-09-14,2023-09-21,Subway,Italian,3,1262.54,Card,39,2024-10-24,114,False,-1.0,Cancelled,3787.62,1,4,4,9
C3821,Other,Senior,Peshawar,2023-09-15,2025-05-12,Burger King,Continental,4,1219.14,Wallet,48,2025-06-29,167,True,2.0,Delivered,4876.56,4,5,5,14
C2277,Male,Senior,Peshawar,2023-09-16,2023-10-04,KFC,Chinese,1,184.89,Wallet,9,2024-09-15,231,False,2.0,Delivered,184.89,1,1,1,3
C1993,Other,Senior,Peshawar,2023-09-17,2024-01-13,Burger King,Fast Food,1,219.65,Wallet,14,2025-07-09,394,False,3.0,Delayed,219.65,4,2,1,7
C1612,Other,Senior,Peshawar,2023-09-18,2024-09-05,KFC,Continental,4,1073.05,Cash,23,2025-04-07,109,False,-1.0,Cancelled,4292.2,3,3,5,11
C1243,Other,Adult,Peshawar,2023-09-19,2024-12-12,Pizza Hut,Fast Food,5,1487.56,Wallet,38,2025-01-08,356,True,-1.0,Cancelled,7437.799999999999,1,4,5,10
C6702,Female,Senior,Peshawar,2023-09-19,2024-05-31,Subway,Dessert,1,839.84,Card,46,2025-05-24,426,False,3.0,Delivered,839.84,3,5,1,9
C1628,Other,Adult,Peshawar,2023-09-20,2024-08-22,KFC,Dessert,1,1132.4,Cash,46,2025-08-19,426,True,-1.0,Cancelled,1132.4,5,5,2,12
C6104,Other,Senior,Peshawar,2023-09-20,2024-02-01,Burger King,Chinese,1,1336.88,Wallet,9,2025-08-14,175,False,3.0,Delayed,1336.88,5,1,2,8
C5363,Female,Teenager,Peshawar,2023-09-21,2024-10-25,Burger King,Fast Food,4,548.53,Card,21,2025-08-05,468,False,4.0,Delivered,2194.12,5,3,3,11
C4911,Female,Adult,Peshawar,2023-09-22,2024-03-17,KFC,Dessert,1,333.7,Cash,44,2025-08-18,361,False,-1.0,Cancelled,333.7,5,5,1,11
C3267,Male,Teenager,Peshawar,2023-09-22,2024-01-15,Pizza Hut,Dessert,5,1076.91,Card,14,2024-11-27,416,False,4.0,Delayed,5384.55,1,2,5,8
C4356,Male,Adult,Peshawar,2023-09-23,2024-05-12,Burger King,Continental,3,494.59,Card,6,2025-08-19,20,True,3.0,Delivered,1483.77,5,1,3,9
C2248,Male,Adult,Peshawar,2023-09-24,2023-12-30,Burger King,Continental,2,760.42,Cash,10,2025-05-12,135,False,3.0,Delayed,1520.84,3,1,3,7
C3431,Other,Senior,Peshawar,2023-09-24,2025-02-11,Subway,Chinese,5,570.24,Cash,16,2025-07-07,21,True,-1.0,Cancelled,2851.2,4,2,4,10
C5866,Other,Adult,Peshawar,2023-09-25,2025-01-22,Burger King,Fast Food,2,1435.8,Card,42,2025-02-06,451,False,3.0,Delivered,2871.6,2,5,4,11
C4155,Other,Senior,Peshawar,2023-09-25,2024-11-27,McDonald's,Dessert,4,1243.61,Cash,45,2025-01-28,274,True,2.0,Delayed,4974.44,2,5,5,12
C5798,Other,Senior,Peshawar,2023-09-26,2024-08-22,Subway,Italian,5,1173.77,Card,19,2025-03-07,174,True,-1.0,Cancelled,5868.85,2,2,5,9
C1005,Female,Senior,Peshawar,2023-09-26,2024-11-16,KFC,Dessert,4,1316.87,Card,37,2025-06-09,129,False,3.0,Delivered,5267.48,4,4,5,13
C5904,Female,Teenager,Peshawar,2023-09-27,2023-11-15,KFC,Italian,3,994.25,Wallet,45,2025-01-14,118,True,4.0,Delayed,2982.75,1,5,4,10
C6605,Male,Teenager,Peshawar,2023-09-27,2024-09-19,KFC,Chinese,4,1155.39,Wallet,34,2025-04-04,263,True,-1.0,Cancelled,4621.56,3,4,5,12
C6176,Other,Teenager,Peshawar,2023-09-29,2024-01-28,KFC,Chinese,1,1234.59,Wallet,47,2025-05-24,294,True,-1.0,Cancelled,1234.59,3,5,2,10
C4681,Other,Senior,Peshawar,2023-09-29,2025-01-03,Burger King,Fast Food,4,1266.35,Wallet,2,2025-01-21,181,False,4.0,Delayed,5065.4,2,1,5,8
C6558,Other,Senior,Peshawar,2023-09-29,2025-05-30,Burger King,Continental,4,1035.72,Cash,42,2025-08-02,95,True,-1.0,Cancelled,4142.88,5,5,5,15
C5325,Female,Teenager,Peshawar,2023-09-30,2024-12-20,Subway,Dessert,4,777.89,Cash,14,2025-05-11,333,True,2.0,Delivered,3111.56,3,2,4,9
C4441,Male,Teenager,Peshawar,2023-09-30,2025-02-14,Pizza Hut,Chinese,2,328.22,Wallet,15,2025-08-09,447,False,1.0,Delayed,656.44,5,2,1,8
C3779,Male,Senior,Peshawar,2023-10-01,2023-10-24,Pizza Hut,Fast Food,4,274.84,Wallet,22,2025-02-16,186,True,3.0,Delivered,1099.36,2,3,2,7
C3908,Male,Teenager,Peshawar,2023-09-27,2023-10-02,McDonald's,Chinese,5,1420.1,Card,15,2025-05-06,217,False,1.0,Delivered,7100.5,3,2,5,10
C2178,Other,Adult,Peshawar,2023-10-04,2023-10-22,McDonald's,Chinese,5,457.3,Card,5,2025-06-06,458,False,-1.0,Cancelled,2286.5,4,1,3,8
C3250,Female,Teenager,Peshawar,2023-10-06,2024-11-22,Burger King,Dessert,2,1480.26,Card,37,2024-12-11,332,True,4.0,Delayed,2960.52,1,4,4,9
C2082,Male,Senior,Peshawar,2023-10-06,2025-02-09,Burger King,Continental,5,1351.93,Wallet,34,2025-07-09,90,False,3.0,Delivered,6759.650000000001,4,4,5,13
C5683,Female,Teenager,Peshawar,2023-10-07,2024-09-21,KFC,Continental,4,1182.82,Cash,12,2025-08-02,252,False,3.0,Delivered,4731.28,5,2,5,12
C1347,Female,Adult,Peshawar,2023-10-09,2024-10-27,Burger King,Fast Food,1,1165.15,Wallet,45,2025-03-18,90,False,5.0,Delayed,1165.15,2,5,2,9
C3878,Female,Senior,Peshawar,2023-10-09,2024-12-02,Pizza Hut,Italian,4,722.13,Wallet,18,2025-03-24,390,False,2.0,Delivered,2888.52,2,2,4,8
C6520,Other,Adult,Peshawar,2023-10-10,2024-08-25,McDonald's,Continental,4,408.34,Card,37,2025-06-11,182,False,-1.0,Cancelled,1633.36,4,4,3,11
C5612,Other,Teenager,Peshawar,2023-10-13,2023-12-24,Burger King,Fast Food,3,708.99,Wallet,50,2024-10-26,212,True,5.0,Delivered,2126.9700000000003,1,5,3,9
C5600,Female,Teenager,Peshawar,2023-08-29,2023-10-13,Pizza Hut,Chinese,2,1104.81,Cash,49,2025-02-18,343,True,-1.0,Cancelled,2209.62,2,5,3,10
C3394,Male,Senior,Peshawar,2023-10-14,2024-08-25,Subway,Italian,3,1295.91,Wallet,50,2025-08-03,424,False,-1.0,Cancelled,3887.7300000000005,5,5,4,14
C2134,Other,Teenager,Peshawar,2023-10-14,2025-02-16,KFC,Italian,4,617.77,Card,12,2025-05-07,284,True,1.0,Delivered,2471.08,3,2,4,9
C6140,Male,Adult,Peshawar,2023-10-15,2024-03-07,Pizza Hut,Chinese,3,1060.39,Cash,48,2025-02-13,381,False,3.0,Delivered,3181.17,2,5,4,11
C6394,Other,Senior,Peshawar,2023-10-16,2024-10-20,Pizza Hut,Fast Food,1,433.41,Card,21,2025-05-31,230,True,5.0,Delayed,433.41,4,3,1,8
C1912,Female,Senior,Peshawar,2023-10-16,2024-10-28,Subway,Continental,4,1153.33,Card,35,2025-01-26,423,True,-1.0,Cancelled,4613.32,2,4,5,11
C1865,Other,Senior,Peshawar,2023-10-16,2024-09-27,Burger King,Continental,3,189.51,Cash,3,2024-11-22,173,True,1.0,Delivered,568.53,1,1,1,3
C2446,Male,Adult,Peshawar,2023-10-16,2024-03-25,Pizza Hut,Chinese,2,1297.06,Card,24,2025-08-16,116,False,1.0,Delivered,2594.12,5,3,4,12
C1054,Male,Senior,Peshawar,2023-10-17,2024-05-28,McDonald's,Chinese,2,1456.87,Wallet,8,2025-07-08,264,False,-1.0,Cancelled,2913.74,4,1,4,9
C1826,Other,Senior,Peshawar,2023-10-19,2025-01-11,KFC,Dessert,5,709.05,Cash,50,2025-05-15,330,True,5.0,Delivered,3545.25,3,5,4,12
C1664,Male,Teenager,Peshawar,2023-10-19,2025-03-03,McDonald's,Dessert,5,166.46,Card,36,2025-03-28,274,False,-1.0,Cancelled,832.3000000000001,2,4,1,7
C1017,Female,Senior,Peshawar,2023-10-19,2025-02-03,McDonald's,Dessert,3,707.54,Card,22,2025-07-26,127,False,-1.0,Cancelled,2122.62,5,3,3,11
C5975,Male,Senior,Peshawar,2023-09-29,2023-10-19,McDonald's,Dessert,1,288.03,Wallet,15,2025-02-23,369,True,4.0,Delayed,288.03,2,2,1,5
C3231,Other,Adult,Peshawar,2023-10-20,2024-01-26,Burger King,Italian,4,137.6,Cash,6,2025-02-20,140,False,1.0,Delayed,550.4,2,1,1,4
C4539,Other,Adult,Peshawar,2023-10-21,2024-05-21,Subway,Chinese,1,1425.71,Card,18,2025-02-23,26,False,4.0,Delayed,1425.71,2,2,2,6
C1048,Female,Senior,Peshawar,2023-10-22,2025-01-30,KFC,Fast Food,4,1006.92,Card,45,2025-05-31,41,False,3.0,Delayed,4027.68,4,5,5,14
C2450,Male,Senior,Peshawar,2023-10-22,2024-05-30,KFC,Fast Food,2,384.71,Cash,24,2025-02-01,420,False,3.0,Delayed,769.42,2,3,1,6
C4009,Female,Teenager,Peshawar,2023-10-23,2023-12-31,Subway,Dessert,4,990.4,Cash,30,2024-09-25,88,True,-1.0,Cancelled,3961.6,1,3,5,9
C5726,Male,Teenager,Peshawar,2023-10-23,2024-10-14,KFC,Italian,2,881.98,Card,11,2025-08-07,471,False,4.0,Delayed,1763.96,5,1,3,9
C3973,Female,Teenager,Peshawar,2023-10-24,2023-12-20,McDonald's,Italian,5,857.77,Cash,11,2024-11-17,263,True,3.0,Delivered,4288.85,1,1,5,7
C6937,Male,Senior,Peshawar,2023-10-25,2023-11-18,KFC,Fast Food,2,1288.98,Card,10,2025-07-05,8,True,1.0,Delivered,2577.96,4,1,4,9
C5390,Female,Senior,Peshawar,2023-10-25,2024-07-20,Pizza Hut,Chinese,1,1277.21,Cash,48,2025-07-13,251,True,-1.0,Cancelled,1277.21,4,5,2,11
C4233,Female,Teenager,Peshawar,2023-10-26,2024-11-21,KFC,Dessert,4,455.11,Card,25,2025-05-18,173,False,3.0,Delivered,1820.44,3,3,3,9
C1329,Female,Senior,Peshawar,2023-10-27,2023-11-22,McDonald's,Dessert,3,1466.41,Card,26,2025-08-19,72,False,3.0,Delivered,4399.2300000000005,5,3,5,13
C4403,Male,Senior,Peshawar,2023-10-27,2024-11-29,Pizza Hut,Dessert,4,1313.69,Cash,15,2025-05-07,487,True,-1.0,Cancelled,5254.76,3,2,5,10
C4178,Female,Adult,Peshawar,2023-10-27,2025-03-28,Burger King,Chinese,5,1174.49,Wallet,13,2025-07-14,118,True,-1.0,Cancelled,5872.45,5,2,5,12
C6422,Other,Teenager,Peshawar,2023-10-28,2024-12-29,McDonald's,Chinese,1,1016.6,Wallet,30,2025-04-12,108,True,2.0,Delayed,1016.6,3,3,2,8
C2044,Male,Senior,Peshawar,2023-10-28,2025-03-04,Subway,Dessert,3,361.99,Wallet,15,2025-07-26,146,True,4.0,Delivered,1085.97,5,2,2,9
C6848,Other,Senior,Peshawar,2023-10-28,2024-06-27,Subway,Fast Food,4,963.48,Cash,25,2025-06-22,274,True,3.0,Delivered,3853.92,4,3,4,11
C5347,Male,Teenager,Peshawar,2023-10-28,2024-02-14,Pizza Hut,Italian,5,267.94,Wallet,16,2024-09-11,425,False,4.0,Delivered,1339.7,1,2,2,5
C2603,Male,Adult,Peshawar,2023-10-29,2024-05-29,KFC,Continental,2,936.85,Cash,16,2025-07-27,493,True,4.0,Delayed,1873.7,5,2,3,10
C5673,Female,Adult,Peshawar,2023-10-29,2024-06-22,McDonald's,Italian,2,933.33,Cash,30,2024-12-31,480,False,-1.0,Cancelled,1866.66,1,3,3,7
C1697,Male,Adult,Peshawar,2023-10-29,2025-06-07,KFC,Italian,3,359.65,Wallet,24,2025-07-27,421,True,3.0,Delivered,1078.9499999999998,5,3,2,10
C5580,Male,Adult,Peshawar,2023-10-29,2024-06-02,Subway,Continental,5,544.34,Wallet,40,2024-09-20,74,True,3.0,Delayed,2721.7000000000003,1,4,4,9
C4746,Female,Senior,Peshawar,2023-10-31,2024-05-02,Subway,Dessert,1,1362.27,Wallet,13,2025-05-27,71,True,-1.0,Cancelled,1362.27,3,2,2,7
C6791,Male,Senior,Peshawar,2023-10-31,2025-01-07,Burger King,Fast Food,2,603.36,Card,13,2025-08-06,418,True,3.0,Delayed,1206.72,5,2,2,9
C2822,Male,Adult,Peshawar,2023-11-01,2025-02-18,Burger King,Italian,2,211.0,Wallet,10,2025-05-29,452,False,4.0,Delivered,422.0,4,1,1,6
C6734,Other,Teenager,Peshawar,2023-11-01,2025-03-05,Pizza Hut,Dessert,4,1001.16,Card,37,2025-08-02,267,True,1.0,Delivered,4004.64,5,4,5,14
C1851,Female,Adult,Peshawar,2023-11-01,2024-03-18,Burger King,Chinese,1,805.06,Card,23,2025-01-13,361,True,-1.0,Cancelled,805.06,1,3,1,5
C2999,Other,Teenager,Peshawar,2023-11-02,2024-11-16,Pizza Hut,Italian,2,1095.03,Wallet,49,2025-07-01,454,True,4.0,Delayed,2190.06,4,5,3,12
C4456,Female,Adult,Peshawar,2023-11-02,2024-06-26,Pizza Hut,Continental,3,873.53,Cash,15,2024-11-05,40,True,2.0,Delivered,2620.59,1,2,4,7
C2113,Other,Teenager,Peshawar,2023-11-03,2025-01-10,McDonald's,Dessert,4,1099.24,Cash,4,2025-02-01,194,False,-1.0,Cancelled,4396.96,2,1,5,8
C2561,Female,Adult,Peshawar,2023-11-03,2025-06-02,McDonald's,Italian,4,1266.3,Wallet,3,2025-07-11,458,True,5.0,Delayed,5065.2,4,1,5,10
C5043,Female,Teenager,Peshawar,2023-11-04,2024-03-21,McDonald's,Chinese,1,202.27,Cash,7,2024-12-20,491,True,2.0,Delivered,202.27,1,1,1,3
C3676,Other,Senior,Peshawar,2023-11-04,2024-04-14,Pizza Hut,Dessert,2,1053.22,Card,7,2024-10-15,357,True,-1.0,Cancelled,2106.44,1,1,3,5
C4400,Other,Adult,Peshawar,2023-09-03,2023-11-06,McDonald's,Fast Food,4,816.51,Wallet,26,2024-12-04,346,True,2.0,Delivered,3266.04,1,3,4,8
C4781,Other,Senior,Peshawar,2023-11-06,2025-01-19,Pizza Hut,Italian,5,1317.34,Wallet,36,2025-05-04,166,True,-1.0,Cancelled,6586.7,3,4,5,12
C3553,Male,Senior,Peshawar,2023-11-07,2024-02-11,Pizza Hut,Continental,4,772.32,Card,1,2025-01-02,266,True,-1.0,Cancelled,3089.28,1,1,4,6
C3902,Male,Teenager,Peshawar,2023-11-07,2024-11-12,Pizza Hut,Italian,2,301.62,Cash,38,2025-02-12,388,False,-1.0,Cancelled,603.24,2,4,1,7
C5003,Other,Teenager,Peshawar,2023-11-07,2024-11-18,Burger King,Chinese,1,1254.7,Card,32,2025-01-03,145,False,2.0,Delayed,1254.7,1,4,2,7
C3811,Female,Teenager,Peshawar,2023-11-08,2024-09-20,Burger King,Dessert,1,1104.67,Card,19,2025-07-20,451,True,3.0,Delayed,1104.67,5,2,2,9
C2521,Female,Adult,Peshawar,2023-11-08,2024-06-20,Burger King,Italian,5,573.4,Card,49,2025-02-14,416,False,1.0,Delayed,2867.0,2,5,4,11
C5004,Female,Senior,Peshawar,2023-11-08,2024-06-10,Burger King,Chinese,5,327.79,Cash,17,2024-08-26,80,True,1.0,Delivered,1638.95,1,2,3,6
C4426,Other,Adult,Peshawar,2023-11-08,2025-05-01,Subway,Chinese,5,678.51,Wallet,24,2025-07-15,254,False,-1.0,Cancelled,3392.55,5,3,4,12
C3940,Other,Teenager,Peshawar,2023-08-28,2023-11-08,Subway,Chinese,2,350.02,Card,19,2025-07-16,372,True,1.0,Delayed,700.04,5,2,1,8
C4001,Male,Teenager,Peshawar,2023-11-08,2023-11-09,McDonald's,Continental,2,825.05,Cash,49,2025-08-01,302,True,5.0,Delivered,1650.1,5,5,3,13
C1195,Male,Senior,Peshawar,2023-11-10,2025-05-24,Pizza Hut,Chinese,2,480.79,Card,30,2025-05-26,82,False,-1.0,Cancelled,961.58,3,3,2,8
C2034,Female,Teenager,Peshawar,2023-11-11,2024-12-26,Subway,Continental,5,379.03,Card,34,2025-07-03,56,True,3.0,Delivered,1895.1499999999999,4,4,3,11
C3738,Male,Adult,Peshawar,2023-11-11,2024-02-25,Burger King,Dessert,4,1297.29,Cash,23,2025-05-08,125,False,-1.0,Cancelled,5189.16,3,3,5,11
C2570,Male,Teenager,Peshawar,2023-11-12,2024-02-12,McDonald's,Italian,5,957.16,Cash,25,2025-06-27,371,False,3.0,Delayed,4785.8,4,3,5,12
C1423,Other,Teenager,Peshawar,2023-11-13,2024-01-11,KFC,Dessert,3,1285.35,Wallet,41,2025-05-02,372,False,4.0,Delayed,3856.0499999999997,3,5,4,12
C2456,Female,Senior,Peshawar,2023-11-14,2025-01-01,Burger King,Italian,1,318.1,Cash,23,2025-07-13,44,True,4.0,Delivered,318.1,4,3,1,8
C4044,Male,Teenager,Peshawar,2023-11-15,2024-07-12,Subway,Fast Food,2,391.52,Card,6,2024-08-25,239,False,4.0,Delivered,783.04,1,1,1,3
C1883,Female,Adult,Peshawar,2023-11-15,2024-09-02,KFC,Dessert,2,262.42,Card,45,2024-11-30,425,True,-1.0,Cancelled,524.84,1,5,1,7
C5781,Male,Adult,Peshawar,2023-11-15,2024-05-28,Pizza Hut,Continental,3,1499.73,Wallet,2,2025-07-15,107,True,-1.0,Cancelled,4499.1900000000005,5,1,5,11
C3642,Male,Senior,Peshawar,2023-11-16,2024-02-21,McDonald's,Continental,1,365.37,Cash,16,2025-05-04,7,True,5.0,Delivered,365.37,3,2,1,6
C6350,Female,Teenager,Peshawar,2023-11-17,2024-04-01,KFC,Fast Food,5,543.62,Card,37,2025-05-10,435,True,4.0,Delivered,2718.1,3,4,4,11
C3994,Female,Senior,Peshawar,2023-11-17,2024-01-29,Pizza Hut,Chinese,2,490.94,Card,41,2025-02-10,18,True,1.0,Delivered,981.88,2,5,2,9
C6983,Female,Senior,Peshawar,2023-11-18,2024-11-15,Subway,Chinese,5,725.16,Wallet,39,2025-05-30,344,False,4.0,Delayed,3625.7999999999997,4,4,4,12
C1184,Male,Adult,Peshawar,2023-11-18,2024-01-25,McDonald's,Chinese,3,917.94,Cash,34,2025-03-01,174,True,5.0,Delivered,2753.82,2,4,4,10
C2897,Other,Senior,Peshawar,2023-11-19,2025-05-02,KFC,Dessert,4,1190.07,Card,10,2025-05-15,126,True,1.0,Delivered,4760.28,3,1,5,9
C5165,Other,Teenager,Peshawar,2023-11-19,2024-08-24,Pizza Hut,Fast Food,5,1134.87,Card,9,2024-09-22,87,False,5.0,Delayed,5674.349999999999,1,1,5,7
C3569,Other,Teenager,Peshawar,2023-11-19,2024-01-30,McDonald's,Italian,5,535.66,Card,28,2025-07-01,434,False,5.0,Delivered,2678.2999999999997,4,3,4,11
C2372,Female,Adult,Peshawar,2023-11-19,2025-03-31,Pizza Hut,Italian,3,1265.36,Cash,21,2025-06-22,386,False,3.0,Delivered,3796.08,4,3,4,11
C1016,Female,Adult,Peshawar,2023-11-20,2023-11-27,Subway,Fast Food,5,562.53,Cash,4,2025-03-11,203,False,3.0,Delayed,2812.6499999999996,2,1,4,7
C6410,Female,Adult,Peshawar,2023-11-23,2023-12-06,Burger King,Italian,4,1299.99,Cash,25,2025-06-29,453,False,1.0,Delayed,5199.96,4,3,5,12
C1994,Male,Senior,Peshawar,2023-11-24,2024-03-31,McDonald's,Fast Food,4,903.38,Wallet,22,2025-04-22,277,True,4.0,Delivered,3613.52,3,3,4,10
C2717,Other,Teenager,Peshawar,2023-11-24,2025-06-22,KFC,Fast Food,5,1230.61,Wallet,45,2025-08-07,286,False,-1.0,Cancelled,6153.049999999999,5,5,5,15
C4865,Female,Senior,Peshawar,2023-11-25,2024-12-21,Burger King,Chinese,5,1283.93,Cash,37,2025-02-21,401,True,-1.0,Cancelled,6419.650000000001,2,4,5,11
C4246,Male,Teenager,Peshawar,2023-11-26,2024-05-08,Burger King,Fast Food,3,212.72,Cash,23,2024-10-12,364,True,5.0,Delayed,638.16,1,3,1,5
C5524,Female,Teenager,Peshawar,2023-11-26,2024-08-21,Pizza Hut,Chinese,1,986.61,Card,50,2025-04-20,17,False,5.0,Delayed,986.61,3,5,2,10
C6842,Male,Senior,Peshawar,2023-11-27,2024-06-15,Subway,Dessert,2,915.56,Wallet,46,2025-02-27,37,True,4.0,Delivered,1831.12,2,5,3,10
C1293,Other,Senior,Peshawar,2023-11-27,2024-11-22,Pizza Hut,Chinese,1,741.51,Wallet,44,2025-08-10,400,True,5.0,Delivered,741.51,5,5,1,11
C1343,Male,Senior,Peshawar,2023-11-27,2024-01-10,Subway,Fast Food,3,934.81,Card,20,2025-05-06,296,False,4.0,Delivered,2804.43,3,2,4,9
C4579,Female,Senior,Peshawar,2023-11-28,2024-04-11,Pizza Hut,Continental,2,138.18,Wallet,24,2025-04-18,124,False,2.0,Delayed,276.36,3,3,1,7
